date,symbol,action,qty,price,value
2022-08-30,BANKBEES,BUY,734.98,400.03,294104.15
2022-08-30,MON100,BUY,1780.38,99.06,176416.61
2022-09-30,BANKBEES,SELL,734.98,390.97,287272.08
2022-09-30,MON100,SELL,1780.38,91.04,162039.97
2022-09-30,PSUBNKBEES,BUY,9833.45,33.18,326338.67
2022-09-30,JUNIORBEES,BUY,873.95,447.84,391504.59
2022-10-31,PSUBNKBEES,SELL,9833.45,38.26,376137.99
2022-10-31,BANKBEES,BUY,822.51,417.33,343362.07
2022-10-31,JUNIORBEES,BUY,42.51,449.56,19115.29
2022-11-30,JUNIORBEES,SELL,366.78,461.18,169100.99
2022-11-30,BANKBEES,SELL,338.8,436.84,147959.74
2022-11-30,PSUBNKBEES,BUY,4754.4,44.44,211343.58
2022-11-30,BANKBEES,BUY,0.0,437.02,0.0
2022-11-30,MAFANG,BUY,4466.48,37.86,169140.81
2022-12-30,PSUBNKBEES,BUY,807.83,47.82,38641.43
2022-12-30,BANKBEES,BUY,126.94,435.57,55307.02
2022-12-30,JUNIORBEES,BUY,163.65,447.32,73227.11
2022-12-30,MAFANG,BUY,1152.05,37.81,43569.34
2023-01-31,JUNIORBEES,SELL,442.68,414.6,183477.85
2023-01-31,BANKBEES,SELL,610.64,412.3,251689.9
2023-01-31,PSUBNKBEES,SELL,2180.21,44.28,96513.14
2023-01-31,MAFANG,SELL,2040.19,41.85,85359.56
2023-01-31,ITBEES,BUY,4829.5,31.01,149789.48
2023-01-31,GOLDBEES,BUY,9508.58,48.68,463014.15
2023-02-28,MAFANG,SELL,298.2,44.73,13334.83
2023-02-28,ITBEES,SELL,86.34,30.93,2669.89
2023-02-28,PSUBNKBEES,BUY,241.41,40.51,9781.97
2023-02-28,GOLDBEES,BUY,162.6,47.42,7712.59
2023-02-28,JUNIORBEES,BUY,7.99,394.55,3155.21
2023-03-31,JUNIORBEES,SELL,27.15,400.35,10865.04
2023-03-31,PSUBNKBEES,SELL,3623.42,41.07,148775.88
2023-03-31,MAFANG,SELL,564.86,49.49,27946.66
2023-03-31,ITBEES,SELL,238.93,29.83,7126.11
2023-03-31,GOLDBEES,SELL,1448.4,51.06,73932.94
2023-04-28,ITBEES,SELL,4504.24,28.85,129927.3
2023-04-28,GOLDBEES,SELL,8222.78,51.24,421206.62
2023-04-28,PSUBNKBEES,BUY,5746.14,46.05,264684.79
2023-04-28,JUNIORBEES,BUY,507.21,418.47,212317.03
2023-04-28,MAFANG,BUY,1594.67,49.15,78401.48
2023-05-31,JUNIORBEES,SELL,273.8,444.14,121568.82
2023-05-31,MAFANG,SELL,1877.27,59.06,110834.78
2023-05-31,PSUBNKBEES,SELL,5746.14,44.74,257011.4
2023-05-31,BANKBEES,BUY,399.92,448.84,179553.56
2023-05-31,MAFANG,BUY,0.0,59.08,0.0
2023-06-30,BANKBEES,BUY,98.12,454.57,44615.01
2023-06-30,JUNIORBEES,BUY,100.01,464.35,46452.95
2023-06-30,MAFANG,BUY,491.47,61.96,30461.9
2023-07-31,BANKBEES,SELL,498.04,464.43,231232.68
2023-07-31,PSUBNKBEES,BUY,5627.51,51.39,289286.17
2023-07-31,PHARMABEES,BUY,18972.54,15.24,289286.17
2023-07-31,JUNIORBEES,BUY,137.66,480.36,66144.01
2023-07-31,MAFANG,BUY,591.16,65.72,38864.45
2023-08-31,JUNIORBEES,SELL,144.54,471.69,68157.74
2023-08-31,MAFANG,SELL,663.93,63.79,42337.31
2023-08-31,PSUBNKBEES,SELL,1061.22,49.77,52801.29
2023-08-31,PHARMABEES,SELL,4144.77,15.33,63507.48
2023-08-31,ITBEES,BUY,6870.78,32.73,224924.43
2023-08-31,MAFANG,BUY,0.0,63.81,0.0
2023-09-29,PSUBNKBEES,SELL,517.21,58.45,30220.91
2023-09-29,PHARMABEES,BUY,287.61,15.66,4506.19
2023-09-29,ITBEES,BUY,197.18,33.5,6606.7
2023-09-29,JUNIORBEES,BUY,14.91,479.03,7143.41
2023-09-29,MAFANG,BUY,229.28,61.45,14094.22
2023-10-31,JUNIORBEES,SELL,368.28,467.63,172165.08
2023-10-31,MAFANG,SELL,759.6,60.41,45872.17
2023-10-31,PSUBNKBEES,SELL,1491.37,54.82,81730.88
2023-10-31,PHARMABEES,SELL,15115.39,14.92,225408.81
2023-10-31,ITBEES,SELL,2722.15,32.26,87799.79
2023-10-31,GOLDBEES,BUY,8412.26,52.07,438161.21
2023-10-31,SILVERBEES,BUY,2436.96,71.05,173208.3
2023-10-31,JUNIORBEES,BUY,0.0,467.81,0.0
2023-11-30,JUNIORBEES,SELL,224.65,510.16,114575.14
2023-11-30,PSUBNKBEES,SELL,2557.71,56.02,143236.88
2023-11-30,GOLDBEES,SELL,8412.26,53.14,446888.01
2023-11-30,SILVERBEES,SELL,2436.96,74.6,181730.77
2023-11-30,PHARMABEES,BUY,14532.35,16.48,239612.96
2023-11-30,ITBEES,BUY,2618.37,34.41,90117.11
2023-11-30,MID150BEES,BUY,1749.37,164.27,287460.79
2023-11-30,MAFANG,BUY,461.53,68.92,31819.94
2023-12-29,MAFANG,SELL,407.37,73.0,29727.03
2023-12-29,ITBEES,SELL,1163.09,37.35,43431.35
2023-12-29,PHARMABEES,SELL,14532.35,17.09,248233.75
2023-12-29,MID150BEES,SELL,1749.37,174.99,306039.75
2023-12-29,PSUBNKBEES,BUY,3414.03,63.46,216728.82
2023-12-29,BANKBEES,BUY,439.9,492.53,216728.82
2023-12-29,ITBEES,BUY,0.0,37.37,0.0
2023-12-29,GOLDBEES,BUY,4843.68,53.67,260041.65
2023-12-29,JUNIORBEES,BUY,301.9,567.47,171371.14
2024-01-31,BANKBEES,SELL,439.9,468.67,206104.93
2024-01-31,GOLDBEES,SELL,4843.68,53.34,258280.93
2024-01-31,ITBEES,BUY,832.6,38.79,32304.39
2024-01-31,PSUBNKBEES,BUY,282.24,69.61,19653.97
2024-01-31,PHARMABEES,BUY,14105.44,18.23,257270.76
2024-01-31,JUNIORBEES,BUY,223.16,587.82,131218.55
2024-01-31,MAFANG,BUY,335.18,75.8,25412.51
2024-02-29,MAFANG,SELL,706.26,83.34,58844.51
2024-02-29,ITBEES,SELL,1410.99,39.96,56369.18
2024-02-29,PSUBNKBEES,SELL,983.11,76.92,75602.47
2024-02-29,JUNIORBEES,SELL,126.13,627.63,79136.99
2024-02-29,PHARMABEES,SELL,3294.91,19.31,63592.89
2024-02-29,JUNIORBEES,BUY,0.0,627.89,0.0
2024-02-29,MON100,BUY,870.04,143.88,125218.23
2024-03-28,ITBEES,SELL,5222.7,37.04,193404.31
2024-03-28,JUNIORBEES,SELL,398.94,643.68,256711.0
2024-03-28,MON100,SELL,870.04,149.35,129902.0
2024-03-28,PSUBNKBEES,BUY,259.52,77.56,20133.05
2024-03-28,PHARMABEES,BUY,1151.13,19.27,22193.37
2024-03-28,BANKBEES,BUY,479.6,480.49,230512.29
2024-03-28,GOLDBEES,BUY,4883.26,56.62,276579.71
2024-03-28,MAFANG,BUY,102.29,87.58,8961.22
2024-04-30,MAFANG,SELL,90.81,96.05,8719.41
2024-04-30,PSUBNKBEES,SELL,103.27,84.32,8705.04
2024-04-30,GOLDBEES,SELL,113.69,60.87,6917.77
2024-04-30,AUTOBEES,BUY,1061.88,227.84,242007.1
2024-04-30,BANKBEES,BUY,2.12,502.48,1063.55
2024-04-30,PHARMABEES,BUY,590.2,19.27,11378.8
2024-05-31,MAFANG,SELL,242.27,95.1,23033.51
2024-05-31,PSUBNKBEES,SELL,818.32,82.22,67265.09
2024-05-31,PHARMABEES,SELL,12551.86,19.11,239746.09
2024-05-31,BANKBEES,SELL,146.03,502.4,73345.12
2024-05-31,AUTOBEES,SELL,352.36,237.69,83727.4
2024-05-31,PSUBNKBEES,BUY,0.0,82.26,0.0
2024-05-31,GOLDBEES,BUY,3827.45,61.3,234701.7
2024-05-31,MON100,BUY,839.75,150.46,126387.04
2024-05-31,JUNIORBEES,BUY,173.38,720.06,124881.96
2024-06-28,GOLDBEES,SELL,8597.02,60.62,520977.02
2024-06-28,AUTOBEES,BUY,326.78,256.63,83888.09
2024-06-28,BANKBEES,BUY,159.28,537.31,85607.22
2024-06-28,PSUBNKBEES,BUY,1189.48,82.07,97645.26
2024-06-28,JUNIORBEES,BUY,245.72,761.19,187093.87
2024-06-28,MAFANG,BUY,481.46,94.4,45463.19
2024-06-28,MON100,BUY,137.0,162.84,22315.4
2024-07-31,MAFANG,SELL,46.55,98.21,4570.12
2024-07-31,PSUBNKBEES,SELL,3240.58,82.5,267278.69
2024-07-31,BANKBEES,SELL,494.97,528.83,261676.03
2024-07-31,AUTOBEES,SELL,1036.31,271.32,281082.61
2024-07-31,JUNIORBEES,SELL,9.83,794.35,7804.78
2024-07-31,ITBEES,BUY,6202.11,43.69,271043.58
2024-07-31,PHARMABEES,BUY,12214.07,22.18,271043.58
2024-07-31,FMCGIETF,BUY,4167.82,65.01,271043.58
2024-07-31,MON100,BUY,60.19,156.33,9411.82
2024-08-30,FMCGIETF,SELL,4167.82,66.12,275479.93
2024-08-30,PHARMABEES,BUY,1999.2,23.74,47484.7
2024-08-30,ITBEES,BUY,1186.1,45.68,54196.46
2024-08-30,JUNIORBEES,BUY,95.59,801.96,76679.5
2024-08-30,MAFANG,BUY,641.06,94.79,60783.9
2024-08-30,MON100,BUY,225.39,159.97,36066.14
2024-09-30,MAFANG,SELL,854.27,94.86,81012.72
2024-09-30,MON100,SELL,392.33,163.05,63949.86
2024-09-30,JUNIORBEES,SELL,504.85,821.44,414581.22
2024-09-30,ITBEES,SELL,2123.95,44.92,95381.31
2024-09-30,PHARMABEES,SELL,4258.58,23.76,101133.33
2024-09-30,FMCGIETF,BUY,3436.62,68.8,236523.35
2024-09-30,AUTOBEES,BUY,855.18,276.5,236523.35
2024-09-30,PHARMABEES,BUY,0.0,23.76,0.0
2024-09-30,MID150BEES,BUY,1225.64,228.83,280542.29
2024-09-30,MON100,BUY,0.0,163.11,0.0
2024-10-31,MAFANG,SELL,240.68,98.19,23625.5
2024-10-31,MON100,SELL,93.56,166.24,15548.09
2024-10-31,ITBEES,SELL,1307.92,43.54,56931.44
2024-10-31,PHARMABEES,SELL,2518.4,23.17,58322.16
2024-10-31,FMCGIETF,SELL,3436.62,62.17,213582.22
2024-10-31,AUTOBEES,SELL,855.18,239.88,205080.02
2024-10-31,MID150BEES,SELL,1225.64,214.96,263380.98
2024-10-31,BANKBEES,BUY,325.15,529.75,172298.75
2024-10-31,GOLDBEES,BUY,8040.32,66.93,538327.3
2024-10-31,JUNIORBEES,BUY,170.55,746.74,127391.32
2024-11-29,PHARMABEES,SELL,7436.29,22.68,168570.66
2024-11-29,ITBEES,BUY,292.98,46.47,13618.56
2024-11-29,BANKBEES,BUY,44.82,533.71,23930.05
2024-11-29,GOLDBEES,BUY,1553.67,64.3,99935.64
2024-11-29,MAFANG,BUY,17.23,111.46,1920.92
2024-11-29,MON100,BUY,64.61,175.92,11368.57
2024-11-29,JUNIORBEES,BUY,25.01,755.13,18892.86
2024-12-31,MAFANG,SELL,260.19,136.28,35448.85
2024-12-31,MON100,SELL,120.41,214.17,25780.09
2024-12-31,BANKBEES,SELL,369.97,522.69,193322.19
2024-12-31,ITBEES,BUY,167.9,46.65,7834.57
2024-12-31,PHARMABEES,BUY,8637.58,23.84,206022.91
2024-12-31,GOLDBEES,BUY,449.38,64.1,28815.45
2024-12-31,MON100,BUY,0.0,214.25,0.0
2024-12-31,JUNIORBEES,BUY,16.43,727.14,11948.35
