Date,equity,regime,drawdown_pct
2020-01-01,999882.38,,0.0
2020-01-02,999882.38,,0.0
2020-01-03,999882.38,MIXED,0.0
2020-01-06,999882.38,MIXED,0.0
2020-01-07,999882.38,MIXED,0.0
2020-01-08,999882.38,MIXED,0.0
2020-01-09,999882.38,MIXED,0.0
2020-01-10,1000662.76,RISK_ON,0.0
2020-01-13,1000662.76,RISK_ON,0.0
2020-01-14,1000662.76,RISK_ON,0.0
2020-01-15,1000662.76,RISK_ON,0.0
2020-01-16,1000662.76,RISK_ON,0.0
2020-01-17,1006017.36,GOLD_LED,0.0
2020-01-20,1006017.36,GOLD_LED,0.0
2020-01-21,1006017.36,GOLD_LED,0.0
2020-01-22,1006017.36,GOLD_LED,0.0
2020-01-23,1006017.36,GOLD_LED,0.0
2020-01-24,1004154.02,RISK_ON,-0.18521946778333742
2020-01-27,1004154.02,RISK_ON,-0.18521946778333742
2020-01-28,1004154.02,RISK_ON,-0.18521946778333742
2020-01-29,1004154.02,RISK_ON,-0.18521946778333742
2020-01-30,1004154.02,RISK_ON,-0.18521946778333742
2020-01-31,999658.12,GOLD_LED,-0.6321203045641322
2020-02-03,999658.12,GOLD_LED,-0.6321203045641322
2020-02-04,999658.12,GOLD_LED,-0.6321203045641322
2020-02-05,999658.12,GOLD_LED,-0.6321203045641322
2020-02-06,999658.12,GOLD_LED,-0.6321203045641322
2020-02-07,1000167.9,RISK_ON,-0.5814472227397727
2020-02-10,1000167.9,RISK_ON,-0.5814472227397727
2020-02-11,1000167.9,RISK_ON,-0.5814472227397727
2020-02-12,1000167.9,RISK_ON,-0.5814472227397727
2020-02-13,1000167.9,RISK_ON,-0.5814472227397727
2020-02-14,994745.17,RISK_ON,-1.120476688394323
2020-02-17,994745.17,RISK_ON,-1.120476688394323
2020-02-18,994745.17,RISK_ON,-1.120476688394323
2020-02-19,994745.17,RISK_ON,-1.120476688394323
2020-02-20,996145.72,GOLD_LED,-0.9812594088833615
2020-02-24,996145.72,GOLD_LED,-0.9812594088833615
2020-02-25,996145.72,GOLD_LED,-0.9812594088833615
2020-02-26,996145.72,GOLD_LED,-0.9812594088833615
2020-02-27,996145.72,GOLD_LED,-0.9812594088833615
2020-02-28,987831.67,GOLD_LED,-1.8076914696581348
2020-03-02,987831.67,GOLD_LED,-1.8076914696581348
2020-03-03,987831.67,GOLD_LED,-1.8076914696581348
2020-03-04,987831.67,GOLD_LED,-1.8076914696581348
2020-03-05,987831.67,GOLD_LED,-1.8076914696581348
2020-03-06,982145.98,GOLD_LED,-2.3728596492609277
2020-03-09,982145.98,GOLD_LED,-2.3728596492609277
2020-03-11,982145.98,GOLD_LED,-2.3728596492609277
2020-03-12,982145.98,GOLD_LED,-2.3728596492609277
2020-03-13,968832.62,GOLD_LED,-3.696232438772229
2020-03-16,968832.62,GOLD_LED,-3.696232438772229
2020-03-17,968832.62,GOLD_LED,-3.696232438772229
2020-03-18,968832.62,GOLD_LED,-3.696232438772229
2020-03-19,968832.62,GOLD_LED,-3.696232438772229
2020-03-20,939952.53,GOLD_LED,-6.5669671942838015
2020-03-23,939952.53,GOLD_LED,-6.5669671942838015
2020-03-24,939952.53,GOLD_LED,-6.5669671942838015
2020-03-25,939952.53,GOLD_LED,-6.5669671942838015
2020-03-26,939952.53,GOLD_LED,-6.5669671942838015
2020-03-27,954622.67,GOLD_LED,-5.108727944813984
2020-03-30,954622.67,GOLD_LED,-5.108727944813984
2020-03-31,954622.67,GOLD_LED,-5.108727944813984
2020-04-01,954622.67,GOLD_LED,-5.108727944813984
2020-04-03,946753.64,GOLD_LED,-5.890924188425528
2020-04-07,946753.64,GOLD_LED,-5.890924188425528
2020-04-08,946753.64,GOLD_LED,-5.890924188425528
2020-04-09,974250.45,GOLD_LED,-3.1576900422473853
2020-04-13,974250.45,GOLD_LED,-3.1576900422473853
2020-04-15,974250.45,GOLD_LED,-3.1576900422473853
2020-04-16,974250.45,GOLD_LED,-3.1576900422473853
2020-04-17,992042.82,GOLD_LED,-1.3890953134248152
2020-04-20,992042.82,GOLD_LED,-1.3890953134248152
2020-04-21,992042.82,GOLD_LED,-1.3890953134248152
2020-04-22,992042.82,GOLD_LED,-1.3890953134248152
2020-04-23,992042.82,GOLD_LED,-1.3890953134248152
2020-04-24,987250.05,GOLD_LED,-1.8655055813350918
2020-04-27,987250.05,GOLD_LED,-1.8655055813350918
2020-04-28,987250.05,GOLD_LED,-1.8655055813350918
2020-04-29,987250.05,GOLD_LED,-1.8655055813350918
2020-04-30,995652.15,GOLD_LED,-1.0303211865051676
2020-05-04,995652.15,GOLD_LED,-1.0303211865051676
2020-05-05,995652.15,GOLD_LED,-1.0303211865051676
2020-05-06,995652.15,GOLD_LED,-1.0303211865051676
2020-05-07,995652.15,GOLD_LED,-1.0303211865051676
2020-05-08,978947.95,GOLD_LED,-2.690749789844582
2020-05-11,978947.95,GOLD_LED,-2.690749789844582
2020-05-12,978947.95,GOLD_LED,-2.690749789844582
2020-05-13,978947.95,GOLD_LED,-2.690749789844582
2020-05-14,978947.95,GOLD_LED,-2.690749789844582
2020-05-15,978365.82,GOLD_LED,-2.7486145964717767
2020-05-18,978365.82,GOLD_LED,-2.7486145964717767
2020-05-19,978365.82,GOLD_LED,-2.7486145964717767
2020-05-20,978365.82,GOLD_LED,-2.7486145964717767
2020-05-21,978365.82,GOLD_LED,-2.7486145964717767
2020-05-22,968922.05,GOLD_LED,-3.687342930145854
2020-05-26,968922.05,GOLD_LED,-3.687342930145854
2020-05-27,968922.05,GOLD_LED,-3.687342930145854
2020-05-28,968922.05,GOLD_LED,-3.687342930145854
2020-05-29,975414.8,GOLD_LED,-3.0419514828253003
2020-06-01,975414.8,GOLD_LED,-3.0419514828253003
2020-06-02,975414.8,GOLD_LED,-3.0419514828253003
2020-06-03,975414.8,GOLD_LED,-3.0419514828253003
2020-06-04,975414.8,GOLD_LED,-3.0419514828253003
2020-06-05,986043.9,GOLD_LED,-1.98539913863911
2020-06-08,986043.9,GOLD_LED,-1.98539913863911
2020-06-09,986043.9,GOLD_LED,-1.98539913863911
2020-06-10,986043.9,GOLD_LED,-1.98539913863911
2020-06-11,986043.9,GOLD_LED,-1.98539913863911
2020-06-12,988458.64,GOLD_LED,-1.7453694834848599
2020-06-15,988458.64,GOLD_LED,-1.7453694834848599
2020-06-16,988458.64,GOLD_LED,-1.7453694834848599
2020-06-17,988458.64,GOLD_LED,-1.7453694834848599
2020-06-18,988458.64,GOLD_LED,-1.7453694834848599
2020-06-19,991518.44,GOLD_LED,-1.4412196624519535
2020-06-22,991518.44,GOLD_LED,-1.4412196624519535
