Date,equity,regime,drawdown_pct
2020-01-01,999928.59,,0.0
2020-01-02,999928.59,,0.0
2020-01-03,999928.59,,0.0
2020-01-06,999928.59,,0.0
2020-01-07,999928.59,,0.0
2020-01-08,999928.59,,0.0
2020-01-09,999928.59,,0.0
2020-01-10,999928.59,,0.0
2020-01-13,999928.59,,0.0
2020-01-14,999928.59,,0.0
2020-01-15,999928.59,,0.0
2020-01-16,999928.59,,0.0
2020-01-17,999928.59,,0.0
2020-01-20,999928.59,,0.0
2020-01-21,999928.59,,0.0
2020-01-22,999928.59,,0.0
2020-01-23,999928.59,,0.0
2020-01-24,999928.59,,0.0
2020-01-27,999928.59,,0.0
2020-01-28,999928.59,,0.0
2020-01-29,999928.59,,0.0
2020-01-30,999928.59,,0.0
2020-01-31,999928.59,GOLD_LED,0.0
2020-02-03,999928.59,GOLD_LED,0.0
2020-02-04,999928.59,GOLD_LED,0.0
2020-02-05,999928.59,GOLD_LED,0.0
2020-02-06,999928.59,GOLD_LED,0.0
2020-02-07,999928.59,GOLD_LED,0.0
2020-02-10,999928.59,GOLD_LED,0.0
2020-02-11,999928.59,GOLD_LED,0.0
2020-02-12,999928.59,GOLD_LED,0.0
2020-02-13,999928.59,GOLD_LED,0.0
2020-02-14,999928.59,GOLD_LED,0.0
2020-02-17,999928.59,GOLD_LED,0.0
2020-02-18,999928.59,GOLD_LED,0.0
2020-02-19,999928.59,GOLD_LED,0.0
2020-02-20,999928.59,GOLD_LED,0.0
2020-02-24,999928.59,GOLD_LED,0.0
2020-02-25,999928.59,GOLD_LED,0.0
2020-02-26,999928.59,GOLD_LED,0.0
2020-02-27,999928.59,GOLD_LED,0.0
2020-02-28,990832.15,GOLD_LED,-0.9097089623169907
2020-03-02,990832.15,GOLD_LED,-0.9097089623169907
2020-03-03,990832.15,GOLD_LED,-0.9097089623169907
2020-03-04,990832.15,GOLD_LED,-0.9097089623169907
2020-03-05,990832.15,GOLD_LED,-0.9097089623169907
2020-03-06,990832.15,GOLD_LED,-0.9097089623169907
2020-03-09,990832.15,GOLD_LED,-0.9097089623169907
2020-03-11,990832.15,GOLD_LED,-0.9097089623169907
2020-03-12,990832.15,GOLD_LED,-0.9097089623169907
2020-03-13,990832.15,GOLD_LED,-0.9097089623169907
2020-03-16,990832.15,GOLD_LED,-0.9097089623169907
2020-03-17,990832.15,GOLD_LED,-0.9097089623169907
2020-03-18,990832.15,GOLD_LED,-0.9097089623169907
2020-03-19,990832.15,GOLD_LED,-0.9097089623169907
2020-03-20,990832.15,GOLD_LED,-0.9097089623169907
2020-03-23,990832.15,GOLD_LED,-0.9097089623169907
2020-03-24,990832.15,GOLD_LED,-0.9097089623169907
2020-03-25,990832.15,GOLD_LED,-0.9097089623169907
2020-03-26,990832.15,GOLD_LED,-0.9097089623169907
2020-03-27,990832.15,GOLD_LED,-0.9097089623169907
2020-03-30,990832.15,GOLD_LED,-0.9097089623169907
2020-03-31,941961.65,GOLD_LED,-5.7971079714802425
2020-04-01,941961.65,GOLD_LED,-5.7971079714802425
2020-04-03,941961.65,GOLD_LED,-5.7971079714802425
2020-04-07,941961.65,GOLD_LED,-5.7971079714802425
2020-04-08,941961.65,GOLD_LED,-5.7971079714802425
2020-04-09,941961.65,GOLD_LED,-5.7971079714802425
2020-04-13,941961.65,GOLD_LED,-5.7971079714802425
2020-04-15,941961.65,GOLD_LED,-5.7971079714802425
2020-04-16,941961.65,GOLD_LED,-5.7971079714802425
2020-04-17,941961.65,GOLD_LED,-5.7971079714802425
2020-04-20,941961.65,GOLD_LED,-5.7971079714802425
2020-04-21,941961.65,GOLD_LED,-5.7971079714802425
2020-04-22,941961.65,GOLD_LED,-5.7971079714802425
2020-04-23,941961.65,GOLD_LED,-5.7971079714802425
2020-04-24,941961.65,GOLD_LED,-5.7971079714802425
2020-04-27,941961.65,GOLD_LED,-5.7971079714802425
2020-04-28,941961.65,GOLD_LED,-5.7971079714802425
2020-04-29,941961.65,GOLD_LED,-5.7971079714802425
2020-04-30,984234.73,GOLD_LED,-1.5694980778577339
2020-05-04,984234.73,GOLD_LED,-1.5694980778577339
2020-05-05,984234.73,GOLD_LED,-1.5694980778577339
2020-05-06,984234.73,GOLD_LED,-1.5694980778577339
2020-05-07,984234.73,GOLD_LED,-1.5694980778577339
2020-05-08,984234.73,GOLD_LED,-1.5694980778577339
2020-05-11,984234.73,GOLD_LED,-1.5694980778577339
2020-05-12,984234.73,GOLD_LED,-1.5694980778577339
2020-05-13,984234.73,GOLD_LED,-1.5694980778577339
2020-05-14,984234.73,GOLD_LED,-1.5694980778577339
2020-05-15,984234.73,GOLD_LED,-1.5694980778577339
2020-05-18,984234.73,GOLD_LED,-1.5694980778577339
2020-05-19,984234.73,GOLD_LED,-1.5694980778577339
2020-05-20,984234.73,GOLD_LED,-1.5694980778577339
2020-05-21,984234.73,GOLD_LED,-1.5694980778577339
2020-05-22,984234.73,GOLD_LED,-1.5694980778577339
2020-05-26,984234.73,GOLD_LED,-1.5694980778577339
2020-05-27,984234.73,GOLD_LED,-1.5694980778577339
2020-05-28,984234.73,GOLD_LED,-1.5694980778577339
2020-05-29,963373.33,GOLD_LED,-3.6557870597539344
2020-06-01,963373.33,GOLD_LED,-3.6557870597539344
2020-06-02,963373.33,GOLD_LED,-3.6557870597539344
2020-06-03,963373.33,GOLD_LED,-3.6557870597539344
2020-06-04,963373.33,GOLD_LED,-3.6557870597539344
2020-06-05,963373.33,GOLD_LED,-3.6557870597539344
2020-06-08,963373.33,GOLD_LED,-3.6557870597539344
2020-06-09,963373.33,GOLD_LED,-3.6557870597539344
2020-06-10,963373.33,GOLD_LED,-3.6557870597539344
2020-06-11,963373.33,GOLD_LED,-3.6557870597539344
2020-06-12,963373.33,GOLD_LED,-3.6557870597539344
2020-06-15,963373.33,GOLD_LED,-3.6557870597539344
2020-06-16,963373.33,GOLD_LED,-3.6557870597539344
2020-06-17,963373.33,GOLD_LED,-3.6557870597539344
2020-06-18,963373.33,GOLD_LED,-3.6557870597539344
2020-06-19,963373.33,GOLD_LED,-3.6557870597539344
2020-06-22,963373.33,GOLD_LED,-3.6557870597539344
2020-06-23,963373.33,GOLD_LED,-3.6557870597539344
2020-06-24,963373.33,GOLD_LED,-3.6557870597539344
2020-06-25,963373.33,GOLD_LED,-3.6557870597539344
2020-06-26,963373.33,GOLD_LED,-3.6557870597539344
2020-06-29,963373.33,GOLD_LED,-3.6557870597539344
2020-06-30,985597.17,GOLD_LED,-1.4332443479788792
2020-07-01,985597.17,GOLD_LED,-1.4332443479788792
2020-07-02,985597.17,GOLD_LED,-1.4332443479788792
2020-07-03,985597.17,GOLD_LED,-1.4332443479788792
2020-07-06,985597.17,GOLD_LED,-1.4332443479788792
2020-07-07,985597.17,GOLD_LED,-1.4332443479788792
2020-07-08,985597.17,GOLD_LED,-1.4332443479788792
2020-07-09,985597.17,GOLD_LED,-1.4332443479788792
2020-07-10,985597.17,GOLD_LED,-1.4332443479788792
2020-07-13,985597.17,GOLD_LED,-1.4332443479788792
2020-07-14,985597.17,GOLD_LED,-1.4332443479788792
2020-07-15,985597.17,GOLD_LED,-1.4332443479788792
2020-07-16,985597.17,GOLD_LED,-1.4332443479788792
2020-07-17,985597.17,GOLD_LED,-1.4332443479788792
2020-07-20,985597.17,GOLD_LED,-1.4332443479788792
2020-07-21,985597.17,GOLD_LED,-1.4332443479788792
2020-07-22,985597.17,GOLD_LED,-1.4332443479788792
2020-07-23,985597.17,GOLD_LED,-1.4332443479788792
2020-07-24,985597.17,GOLD_LED,-1.4332443479788792
2020-07-27,985597.17,GOLD_LED,-1.4332443479788792
2020-07-28,985597.17,GOLD_LED,-1.4332443479788792
2020-07-29,985597.17,GOLD_LED,-1.4332443479788792
2020-07-30,985597.17,GOLD_LED,-1.4332443479788792
2020-07-31,1018153.79,GOLD_LED,0.0
2020-08-03,1018153.79,GOLD_LED,0.0
2020-08-04,1018153.79,GOLD_LED,0.0
2020-08-05,1018153.79,GOLD_LED,0.0
2020-08-06,1018153.79,GOLD_LED,0.0
2020-08-07,1018153.79,GOLD_LED,0.0
2020-08-10,1018153.79,GOLD_LED,0.0
2020-08-11,1018153.79,GOLD_LED,0.0
2020-08-12,1018153.79,GOLD_LED,0.0
2020-08-13,1018153.79,GOLD_LED,0.0
2020-08-14,1018153.79,GOLD_LED,0.0
2020-08-17,1018153.79,GOLD_LED,0.0
2020-08-18,1018153.79,GOLD_LED,0.0
2020-08-19,1018153.79,GOLD_LED,0.0
2020-08-20,1018153.79,GOLD_LED,0.0
2020-08-21,1018153.79,GOLD_LED,0.0
2020-08-24,1018153.79,GOLD_LED,0.0
2020-08-25,1018153.79,GOLD_LED,0.0
2020-08-26,1018153.79,GOLD_LED,0.0
2020-08-27,1018153.79,GOLD_LED,0.0
2020-08-28,1018153.79,GOLD_LED,0.0
2020-08-31,1016254.18,RISK_ON,-0.18657397523412778
2020-09-01,1016254.18,RISK_ON,-0.18657397523412778
2020-09-02,1016254.18,RISK_ON,-0.18657397523412778
2020-09-03,1016254.18,RISK_ON,-0.18657397523412778
2020-09-04,1016254.18,RISK_ON,-0.18657397523412778
