date,symbol,action,qty,price,value
2022-08-30,BANKBEES,BUY,734.98,400.03,294104.15
2022-08-30,MON100,BUY,1780.38,99.06,176416.61
2022-09-30,BANKBEES,SELL,734.98,390.97,287272.08
2022-09-30,MON100,SELL,1780.38,91.04,162039.97
2022-09-30,PSUBNKBEES,BUY,9833.45,33.18,326338.67
2022-09-30,JUNIORBEES,BUY,873.95,447.84,391504.59
2022-10-31,PSUBNKBEES,SELL,9833.45,38.26,376137.99
2022-10-31,BANKBEES,BUY,822.51,417.33,343362.07
2022-10-31,JUNIORBEES,BUY,42.51,449.56,19115.29
2022-11-30,JUNIORBEES,SELL,366.78,461.18,169100.99
2022-11-30,BANKBEES,SELL,338.8,436.84,147959.74
2022-11-30,PSUBNKBEES,BUY,4754.4,44.44,211343.58
2022-11-30,BANKBEES,BUY,0.0,437.02,0.0
2022-11-30,MAFANG,BUY,4466.48,37.86,169140.81
2022-12-30,PSUBNKBEES,BUY,807.83,47.82,38641.43
2022-12-30,BANKBEES,BUY,126.94,435.57,55307.02
2022-12-30,JUNIORBEES,BUY,163.65,447.32,73227.11
2022-12-30,MAFANG,BUY,1152.05,37.81,43569.34
2023-01-31,JUNIORBEES,SELL,533.78,414.6,221237.31
2023-01-31,BANKBEES,SELL,610.64,412.3,251689.9
2023-01-31,PSUBNKBEES,SELL,3320.85,44.28,147006.89
2023-01-31,MAFANG,SELL,3247.04,41.85,135853.31
2023-01-31,ITBEES,BUY,3200.67,31.01,99270.47
2023-01-31,PSUBNKBEES,BUY,0.0,44.3,0.0
2023-01-31,GOLDBEES,BUY,6366.68,48.68,310021.14
2023-02-28,MAFANG,SELL,183.02,44.73,8184.32
2023-02-28,ITBEES,SELL,36.1,30.93,1116.3
2023-02-28,PSUBNKBEES,BUY,176.12,40.51,7136.28
2023-02-28,GOLDBEES,BUY,82.94,47.42,3934.32
2023-02-28,MAFANG,BUY,0.0,44.75,0.0
2023-02-28,JUNIORBEES,BUY,6.61,394.55,2609.67
2023-03-31,JUNIORBEES,SELL,13.45,400.35,5383.9
2023-03-31,PSUBNKBEES,SELL,2417.49,41.07,99260.87
2023-03-31,MAFANG,SELL,325.69,49.49,16113.58
2023-03-31,ITBEES,SELL,74.51,29.83,2222.4
2023-03-31,GOLDBEES,SELL,811.02,51.06,41398.2
2023-03-31,MAFANG,BUY,0.0,49.51,0.0
2023-04-28,ITBEES,SELL,3090.06,28.85,89134.55
2023-04-28,GOLDBEES,SELL,5638.6,51.24,288833.68
2023-04-28,PSUBNKBEES,BUY,5692.67,46.05,262221.65
2023-04-28,JUNIORBEES,BUY,578.9,418.47,242326.86
2023-04-28,MAFANG,BUY,2406.66,49.15,118322.33
2023-05-31,JUNIORBEES,SELL,271.19,444.14,120412.29
2023-05-31,MAFANG,SELL,1859.29,59.06,109773.44
2023-05-31,PSUBNKBEES,SELL,5692.67,44.74,254619.66
2023-05-31,BANKBEES,BUY,396.21,448.84,177889.52
2023-05-31,JUNIORBEES,BUY,0.0,444.32,0.0
2023-06-30,BANKBEES,BUY,97.21,454.57,44201.54
2023-06-30,JUNIORBEES,BUY,99.08,464.35,46022.44
2023-06-30,MAFANG,BUY,486.92,61.96,30179.6
2023-07-31,BANKBEES,SELL,493.42,464.43,229089.7
2023-07-31,PSUBNKBEES,BUY,5575.36,51.39,286605.18
2023-07-31,PHARMABEES,BUY,18796.71,15.24,286605.18
2023-07-31,JUNIORBEES,BUY,136.38,480.36,65531.02
2023-07-31,MAFANG,BUY,585.68,65.72,38504.27
2023-08-31,JUNIORBEES,SELL,143.2,471.69,67526.08
2023-08-31,MAFANG,SELL,657.77,63.79,41944.95
2023-08-31,PSUBNKBEES,SELL,1051.39,49.77,52311.95
2023-08-31,PHARMABEES,SELL,4106.35,15.33,62918.92
2023-08-31,PSUBNKBEES,BUY,0.0,49.79,0.0
2023-08-31,ITBEES,BUY,6807.11,32.73,222839.92
2023-09-29,PSUBNKBEES,SELL,512.42,58.45,29940.84
2023-09-29,PSUBNKBEES,BUY,0.0,58.47,0.0
2023-09-29,PHARMABEES,BUY,284.94,15.66,4464.42
2023-09-29,ITBEES,BUY,195.35,33.5,6545.47
2023-09-29,JUNIORBEES,BUY,14.77,479.03,7077.21
2023-09-29,MAFANG,BUY,227.16,61.45,13963.6
2023-10-31,JUNIORBEES,SELL,431.71,467.63,201817.91
2023-10-31,MAFANG,SELL,1444.76,60.41,87248.66
2023-10-31,PSUBNKBEES,SELL,2240.31,54.82,122775.04
2023-10-31,PHARMABEES,SELL,14975.3,14.92,223319.8
2023-10-31,ITBEES,SELL,3992.94,32.26,128787.71
2023-10-31,PSUBNKBEES,BUY,0.0,54.84,0.0
2023-10-31,GOLDBEES,BUY,5822.98,52.07,303296.08
2023-10-31,SILVERBEES,BUY,1707.99,71.05,121396.33
2023-10-31,JUNIORBEES,BUY,0.0,467.81,0.0
2023-11-30,JUNIORBEES,SELL,155.73,510.16,79422.81
2023-11-30,PSUBNKBEES,SELL,1771.24,56.02,99192.94
2023-11-30,GOLDBEES,SELL,5822.98,53.14,309336.78
2023-11-30,SILVERBEES,SELL,1707.99,74.6,127369.46
2023-11-30,PHARMABEES,BUY,14183.66,16.48,233863.7
2023-11-30,ITBEES,BUY,3786.95,34.41,130336.36
2023-11-30,MID150BEES,BUY,1707.4,164.27,280563.47
2023-11-30,MAFANG,BUY,1108.14,68.92,76400.32
2023-12-29,MAFANG,SELL,794.93,73.0,58008.86
2023-12-29,ITBEES,SELL,2105.94,37.35,78638.52
2023-12-29,PHARMABEES,SELL,14183.66,17.09,242277.64
2023-12-29,MID150BEES,SELL,1707.4,174.99,298696.64
2023-12-29,PSUBNKBEES,BUY,2760.45,63.46,175238.24
2023-12-29,BANKBEES,BUY,355.69,492.53,175238.24
2023-12-29,GOLDBEES,BUY,3919.2,53.67,210409.3
2023-12-29,MAFANG,BUY,0.0,73.02,0.0
2023-12-29,JUNIORBEES,BUY,247.02,567.47,140221.44
2024-01-31,BANKBEES,SELL,355.69,468.67,166648.19
2024-01-31,GOLDBEES,SELL,3919.2,53.34,208984.63
2024-01-31,ITBEES,BUY,1758.48,38.79,68228.11
2024-01-31,PSUBNKBEES,BUY,832.91,69.61,57999.49
2024-01-31,PHARMABEES,BUY,13713.76,18.23,250126.9
2024-01-31,JUNIORBEES,BUY,263.44,587.82,154898.43
2024-01-31,MAFANG,BUY,710.99,75.8,53905.73
2024-02-29,MAFANG,SELL,683.15,83.34,56919.05
2024-02-29,ITBEES,SELL,1371.56,39.96,54793.88
2024-02-29,PSUBNKBEES,SELL,955.65,76.92,73490.58
2024-02-29,JUNIORBEES,SELL,122.62,627.63,76935.64
2024-02-29,PHARMABEES,SELL,3203.88,19.31,61835.96
2024-02-29,JUNIORBEES,BUY,0.0,627.89,0.0
2024-02-29,MON100,BUY,845.85,143.88,121735.84
2024-03-28,MAFANG,SELL,242.15,87.54,21191.65
2024-03-28,ITBEES,SELL,5077.45,37.04,188025.62
2024-03-28,PSUBNKBEES,SELL,229.79,77.52,17809.29
2024-03-28,JUNIORBEES,SELL,387.84,643.68,249571.71
2024-03-28,PHARMABEES,SELL,820.71,19.27,15807.27
2024-03-28,MON100,SELL,845.85,149.35,126289.35
2024-03-28,PHARMABEES,BUY,0.0,19.27,0.0
2024-03-28,BANKBEES,BUY,388.47,480.49,186710.27
2024-03-28,GOLDBEES,BUY,3958.17,56.62,224183.8
2024-04-30,MAFANG,SELL,86.58,96.05,8313.63
2024-04-30,PSUBNKBEES,SELL,102.23,84.32,8618.05
2024-04-30,BANKBEES,SELL,1.39,502.28,697.25
2024-04-30,GOLDBEES,SELL,122.9,60.87,7478.28
2024-04-30,AUTOBEES,BUY,853.26,227.84,194461.78
2024-04-30,PHARMABEES,BUY,402.06,19.27,7751.51
2024-05-31,MAFANG,SELL,403.37,95.1,38349.31
2024-05-31,PSUBNKBEES,SELL,898.87,82.22,73886.41
2024-05-31,PHARMABEES,SELL,10091.22,19.11,192746.9
2024-05-31,BANKBEES,SELL,156.84,502.4,78772.37
2024-05-31,AUTOBEES,SELL,366.61,237.69,87114.49
2024-05-31,GOLDBEES,BUY,2058.95,61.3,126255.89
2024-05-31,MON100,BUY,576.54,150.46,86772.35
2024-05-31,JUNIORBEES,BUY,120.47,720.06,86772.35
2024-06-28,GOLDBEES,SELL,5894.21,60.62,357187.47
2024-06-28,AUTOBEES,BUY,505.74,256.63,129827.69
2024-06-28,BANKBEES,BUY,243.75,537.31,131006.81
2024-06-28,PSUBNKBEES,BUY,1696.45,82.07,139263.49
2024-06-28,JUNIORBEES,BUY,280.88,761.19,213869.02
2024-06-28,MAFANG,BUY,942.92,94.4,89037.21
2024-06-28,MON100,BUY,356.95,162.84,58143.36
2024-07-31,MAFANG,SELL,44.41,98.21,4360.32
2024-07-31,PSUBNKBEES,SELL,3103.27,82.5,255953.55
2024-07-31,BANKBEES,SELL,473.99,528.83,250586.68
2024-07-31,AUTOBEES,SELL,992.39,271.32,269170.59
2024-07-31,JUNIORBEES,SELL,9.4,794.35,7467.31
2024-07-31,ITBEES,BUY,5939.64,43.69,259573.33
2024-07-31,PHARMABEES,BUY,11697.19,22.18,259573.33
2024-07-31,FMCGIETF,BUY,3991.44,65.01,259573.33
2024-07-31,MON100,BUY,59.55,156.33,9311.69
2024-08-30,FMCGIETF,SELL,3991.44,66.12,263821.94
2024-08-30,PHARMABEES,BUY,1914.59,23.74,45475.16
2024-08-30,ITBEES,BUY,1135.91,45.68,51902.88
2024-08-30,JUNIORBEES,BUY,91.54,801.96,73434.47
2024-08-30,MAFANG,BUY,613.93,94.79,58211.56
2024-08-30,MON100,BUY,215.87,159.97,34543.0
2024-09-30,MAFANG,SELL,818.12,94.86,77584.35
2024-09-30,MON100,SELL,375.73,163.05,61243.53
2024-09-30,JUNIORBEES,SELL,483.49,821.44,397036.58
2024-09-30,ITBEES,SELL,2034.07,44.92,91344.87
2024-09-30,PHARMABEES,SELL,4078.36,23.76,96853.48
2024-09-30,FMCGIETF,BUY,3291.19,68.8,226513.93
2024-09-30,AUTOBEES,BUY,818.99,276.5,226513.93
2024-09-30,MID150BEES,BUY,1173.77,228.83,268670.03
2024-10-31,MAFANG,SELL,715.45,98.19,70229.03
2024-10-31,MON100,SELL,303.7,166.24,50470.51
2024-10-31,ITBEES,SELL,2346.19,43.54,102125.5
2024-10-31,PHARMABEES,SELL,4467.38,23.17,103457.37
2024-10-31,FMCGIETF,SELL,3291.19,62.17,204543.64
2024-10-31,AUTOBEES,SELL,818.99,239.88,196401.25
2024-10-31,MID150BEES,SELL,1173.77,214.96,252234.97
2024-10-31,BANKBEES,BUY,221.51,529.75,117380.1
2024-10-31,GOLDBEES,BUY,5475.11,66.93,366577.42
2024-10-31,MON100,BUY,0.0,166.3,0.0
2024-10-31,JUNIORBEES,BUY,117.86,746.74,88035.07
2024-11-29,MAFANG,SELL,36.73,111.42,4091.6
2024-11-29,PHARMABEES,SELL,5066.04,22.68,114840.3
2024-11-29,ITBEES,BUY,83.37,46.47,3875.48
2024-11-29,BANKBEES,BUY,20.42,533.71,10900.28
2024-11-29,GOLDBEES,BUY,795.69,64.3,51180.49
2024-11-29,MON100,BUY,21.03,175.92,3700.88
2024-11-29,JUNIORBEES,BUY,10.38,755.13,7844.27
2024-12-31,MAFANG,SELL,183.09,136.28,24945.18
2024-12-31,MON100,SELL,85.01,214.17,18199.84
2024-12-31,BANKBEES,SELL,241.93,522.69,126414.95
