date,symbol,action,qty,price,value
2020-01-31,BANKBEES,BUY,420.47,316.96,133312.66
2020-02-28,BANKBEES,BUY,24.97,296.78,7411.62
2020-03-31,BANKBEES,SELL,27.28,194.53,5305.98
2020-03-31,GOLDBEES,BUY,6651.87,38.22,254295.08
2020-04-30,BANKBEES,SELL,25.31,215.29,5448.16
2020-04-30,GOLDBEES,SELL,441.15,42.56,18770.35
2020-04-30,MON100,BUY,950.31,66.74,63441.89
2020-05-29,MON100,SELL,50.85,69.39,3527.28
2020-05-29,BANKBEES,BUY,36.87,193.72,7144.1
2020-05-29,GOLDBEES,BUY,135.57,41.0,5559.69
2020-06-30,BANKBEES,BUY,3.36,215.45,724.02
2020-06-30,GOLDBEES,BUY,496.32,42.62,21158.56
2020-06-30,MON100,BUY,47.33,73.91,3499.47
2020-07-31,GOLDBEES,SELL,423.36,47.13,19947.21
2020-07-31,MON100,SELL,35.06,79.63,2790.59
2020-07-31,BANKBEES,BUY,11.26,217.93,2455.06
2020-08-31,GOLDBEES,SELL,6419.24,45.33,290902.99
2020-08-31,BANKBEES,BUY,299.59,239.62,71809.56
2020-08-31,MON100,BUY,314.06,87.24,27405.6
2020-09-30,BANKBEES,BUY,62.16,215.98,13429.97
2020-09-30,MON100,BUY,48.79,81.94,3999.0
2020-10-30,BANKBEES,SELL,68.09,240.6,16376.74
2020-10-30,MON100,BUY,19.11,82.36,1574.42
2020-11-27,BANKBEES,BUY,19.64,297.12,5836.88
2020-11-27,MON100,BUY,223.2,89.01,19873.17
2020-12-31,BANKBEES,SELL,153.66,313.48,48154.64
2020-12-31,MON100,SELL,291.09,92.65,26961.57
2021-01-29,BANKBEES,BUY,171.73,307.12,52758.19
2021-01-29,JUNIORBEES,BUY,858.32,332.86,285782.27
2021-01-29,MON100,BUY,296.67,93.86,27855.06
2021-02-26,BANKBEES,SELL,61.8,351.19,21695.56
2021-02-26,JUNIORBEES,SELL,24.08,360.55,8679.7
2021-02-26,MON100,BUY,83.12,93.7,7790.59
2021-03-31,MON100,SELL,13.37,93.41,1248.64
2021-03-31,JUNIORBEES,SELL,7.36,359.73,2646.17
2021-03-31,BANKBEES,BUY,26.5,335.0,8881.09
2021-04-30,BANKBEES,SELL,134.91,328.4,44293.21
2021-04-30,MON100,SELL,423.47,102.06,43205.05
2021-04-30,JUNIORBEES,SELL,826.88,364.27,301114.17
2021-04-30,BANKBEES,BUY,0.0,328.54,0.0
2021-05-31,BANKBEES,SELL,60.06,356.05,21376.35
2021-05-31,MON100,SELL,1168.74,98.17,114696.39
2021-05-31,GOLDBEES,BUY,5470.16,42.6,233090.6
2021-05-31,MAFANG,BUY,3203.71,48.49,155393.73
2021-05-31,JUNIORBEES,BUY,394.61,393.67,155393.73
2021-06-30,BANKBEES,SELL,52.41,350.22,18349.47
2021-06-30,GOLDBEES,SELL,5470.16,40.51,221540.04
2021-06-30,MAFANG,SELL,675.05,54.65,36879.79
2021-06-30,PSUBNKBEES,BUY,6258.78,27.59,172703.61
2021-06-30,JUNIORBEES,BUY,118.86,403.54,47979.56
2021-06-30,MON100,BUY,965.89,107.22,103595.22
2021-07-30,JUNIORBEES,SELL,13.71,413.38,5664.14
2021-07-30,MON100,SELL,22.44,109.49,2456.3
2021-07-30,PSUBNKBEES,BUY,213.86,26.62,5693.72
2021-07-30,BANKBEES,BUY,1.5,348.36,522.43
2021-07-30,MAFANG,BUY,52.21,53.42,2789.78
2021-08-31,PSUBNKBEES,SELL,6472.65,25.47,164840.58
2021-08-31,BANKBEES,BUY,82.92,367.23,30460.92
2021-08-31,JUNIORBEES,BUY,86.46,433.97,37533.22
2021-08-31,MAFANG,BUY,591.83,53.49,31667.09
2021-08-31,MON100,BUY,176.65,113.56,20067.15
2021-09-30,BANKBEES,SELL,113.49,377.38,42816.2
2021-09-30,MAFANG,SELL,508.64,52.6,26746.13
2021-09-30,JUNIORBEES,SELL,113.35,444.2,50333.33
2021-09-30,MON100,SELL,151.37,108.42,16406.55
2021-09-30,ITBEES,BUY,4903.07,35.71,175127.31
2021-09-30,BANKBEES,BUY,0.0,377.54,0.0
2021-10-29,PSUBNKBEES,BUY,7024.72,30.86,216820.93
2021-10-29,BANKBEES,BUY,85.44,394.7,33732.03
2021-10-29,ITBEES,BUY,1248.99,35.25,44036.58
2021-10-29,JUNIORBEES,BUY,117.23,440.84,51693.36
2021-10-29,MAFANG,BUY,365.16,57.29,20926.73
2021-10-29,MON100,BUY,155.0,115.75,17947.63
2021-11-30,MAFANG,SELL,133.83,58.61,7841.39
2021-11-30,JUNIORBEES,SELL,11.53,439.65,5066.83
2021-11-30,MON100,SELL,66.71,120.33,8024.27
2021-11-30,ITBEES,SELL,252.85,35.94,9085.33
2021-11-30,BANKBEES,BUY,40.32,359.68,14507.43
2021-11-30,PSUBNKBEES,BUY,548.52,27.99,15355.29
2021-12-31,BANKBEES,SELL,589.72,357.44,210725.95
2021-12-31,MAFANG,SELL,733.81,56.25,41263.61
2021-12-31,JUNIORBEES,SELL,578.58,443.73,256658.49
2021-12-31,MON100,SELL,1057.03,120.55,127381.95
2021-12-31,ITBEES,SELL,2832.12,39.64,112237.58
2021-12-31,PSUBNKBEES,SELL,3168.66,27.6,87442.98
2021-12-31,GOLDBEES,BUY,9158.95,41.49,380103.23
2021-12-31,MAFANG,BUY,0.0,56.27,0.0
2022-01-31,MAFANG,SELL,2161.58,49.08,106058.85
2022-01-31,ITBEES,SELL,3067.1,35.69,109440.63
2022-01-31,PSUBNKBEES,SELL,4404.58,32.52,143209.29
2022-01-31,GOLDBEES,SELL,3377.34,41.24,139245.56
2022-01-31,GOLDBEES,BUY,0.0,41.26,0.0
2022-01-31,GILT5YBEES,BUY,1930.73,49.39,95396.58
2022-02-28,GILT5YBEES,SELL,1930.73,49.49,95522.76
2022-02-28,ITBEES,BUY,4025.28,34.72,139787.52
2022-02-28,PSUBNKBEES,BUY,4801.29,29.11,139787.52
2022-02-28,GOLDBEES,BUY,4239.61,43.6,184896.83
2022-02-28,MAFANG,BUY,2956.36,47.27,139787.52
2022-03-31,ITBEES,SELL,176.62,37.23,6574.22
2022-03-31,MAFANG,SELL,2956.36,51.44,152028.76
2022-03-31,PSUBNKBEES,BUY,21.18,29.73,629.68
2022-03-31,GOLDBEES,BUY,132.19,44.13,5835.12
2022-04-29,ITBEES,SELL,3848.66,32.44,124826.59
2022-04-29,PSUBNKBEES,BUY,46.3,30.08,1392.89
2022-04-29,GOLDBEES,BUY,63.11,44.8,2828.28
2022-04-29,MON100,BUY,1013.19,108.34,109803.41
