Date,equity,regime,drawdown_pct
2020-01-01,999933.36,,0.0
2020-01-02,999933.36,,0.0
2020-01-03,999933.36,,0.0
2020-01-06,999933.36,,0.0
2020-01-07,999933.36,,0.0
2020-01-08,999933.36,,0.0
2020-01-09,999933.36,,0.0
2020-01-10,999933.36,,0.0
2020-01-13,999933.36,,0.0
2020-01-14,999933.36,,0.0
2020-01-15,999933.36,,0.0
2020-01-16,999933.36,,0.0
2020-01-17,999933.36,,0.0
2020-01-20,999933.36,,0.0
2020-01-21,999933.36,,0.0
2020-01-22,999933.36,,0.0
2020-01-23,999933.36,,0.0
2020-01-24,999933.36,,0.0
2020-01-27,999933.36,,0.0
2020-01-28,999933.36,,0.0
2020-01-29,999933.36,,0.0
2020-01-30,999933.36,,0.0
2020-01-31,999933.36,GOLD_LED,0.0
2020-02-03,999933.36,GOLD_LED,0.0
2020-02-04,999933.36,GOLD_LED,0.0
2020-02-05,999933.36,GOLD_LED,0.0
2020-02-06,999933.36,GOLD_LED,0.0
2020-02-07,999933.36,GOLD_LED,0.0
2020-02-10,999933.36,GOLD_LED,0.0
2020-02-11,999933.36,GOLD_LED,0.0
2020-02-12,999933.36,GOLD_LED,0.0
2020-02-13,999933.36,GOLD_LED,0.0
2020-02-14,999933.36,GOLD_LED,0.0
2020-02-17,999933.36,GOLD_LED,0.0
2020-02-18,999933.36,GOLD_LED,0.0
2020-02-19,999933.36,GOLD_LED,0.0
2020-02-20,999933.36,GOLD_LED,0.0
2020-02-24,999933.36,GOLD_LED,0.0
2020-02-25,999933.36,GOLD_LED,0.0
2020-02-26,999933.36,GOLD_LED,0.0
2020-02-27,999933.36,GOLD_LED,0.0
2020-02-28,991444.63,GOLD_LED,-0.8489295726667234
2020-03-02,991444.63,GOLD_LED,-0.8489295726667234
2020-03-03,991444.63,GOLD_LED,-0.8489295726667234
2020-03-04,991444.63,GOLD_LED,-0.8489295726667234
2020-03-05,991444.63,GOLD_LED,-0.8489295726667234
2020-03-06,991444.63,GOLD_LED,-0.8489295726667234
2020-03-09,991444.63,GOLD_LED,-0.8489295726667234
2020-03-11,991444.63,GOLD_LED,-0.8489295726667234
2020-03-12,991444.63,GOLD_LED,-0.8489295726667234
2020-03-13,991444.63,GOLD_LED,-0.8489295726667234
2020-03-16,991444.63,GOLD_LED,-0.8489295726667234
2020-03-17,991444.63,GOLD_LED,-0.8489295726667234
2020-03-18,991444.63,GOLD_LED,-0.8489295726667234
2020-03-19,991444.63,GOLD_LED,-0.8489295726667234
2020-03-20,991444.63,GOLD_LED,-0.8489295726667234
2020-03-23,991444.63,GOLD_LED,-0.8489295726667234
2020-03-24,991444.63,GOLD_LED,-0.8489295726667234
2020-03-25,991444.63,GOLD_LED,-0.8489295726667234
2020-03-26,991444.63,GOLD_LED,-0.8489295726667234
2020-03-27,991444.63,GOLD_LED,-0.8489295726667234
2020-03-30,991444.63,GOLD_LED,-0.8489295726667234
2020-03-31,945813.86,GOLD_LED,-5.41231067638347
2020-04-01,945813.86,GOLD_LED,-5.41231067638347
2020-04-03,945813.86,GOLD_LED,-5.41231067638347
2020-04-07,945813.86,GOLD_LED,-5.41231067638347
2020-04-08,945813.86,GOLD_LED,-5.41231067638347
2020-04-09,945813.86,GOLD_LED,-5.41231067638347
2020-04-13,945813.86,GOLD_LED,-5.41231067638347
2020-04-15,945813.86,GOLD_LED,-5.41231067638347
2020-04-16,945813.86,GOLD_LED,-5.41231067638347
2020-04-17,945813.86,GOLD_LED,-5.41231067638347
2020-04-20,945813.86,GOLD_LED,-5.41231067638347
2020-04-21,945813.86,GOLD_LED,-5.41231067638347
2020-04-22,945813.86,GOLD_LED,-5.41231067638347
2020-04-23,945813.86,GOLD_LED,-5.41231067638347
2020-04-24,945813.86,GOLD_LED,-5.41231067638347
2020-04-27,945813.86,GOLD_LED,-5.41231067638347
2020-04-28,945813.86,GOLD_LED,-5.41231067638347
2020-04-29,945813.86,GOLD_LED,-5.41231067638347
2020-04-30,983452.97,GOLD_LED,-1.6481488326382077
2020-05-04,983452.97,GOLD_LED,-1.6481488326382077
2020-05-05,983452.97,GOLD_LED,-1.6481488326382077
2020-05-06,983452.97,GOLD_LED,-1.6481488326382077
2020-05-07,983452.97,GOLD_LED,-1.6481488326382077
2020-05-08,983452.97,GOLD_LED,-1.6481488326382077
2020-05-11,983452.97,GOLD_LED,-1.6481488326382077
2020-05-12,983452.97,GOLD_LED,-1.6481488326382077
2020-05-13,983452.97,GOLD_LED,-1.6481488326382077
2020-05-14,983452.97,GOLD_LED,-1.6481488326382077
2020-05-15,983452.97,GOLD_LED,-1.6481488326382077
2020-05-18,983452.97,GOLD_LED,-1.6481488326382077
2020-05-19,983452.97,GOLD_LED,-1.6481488326382077
2020-05-20,983452.97,GOLD_LED,-1.6481488326382077
2020-05-21,983452.97,GOLD_LED,-1.6481488326382077
2020-05-22,983452.97,GOLD_LED,-1.6481488326382077
2020-05-26,983452.97,GOLD_LED,-1.6481488326382077
2020-05-27,983452.97,GOLD_LED,-1.6481488326382077
2020-05-28,983452.97,GOLD_LED,-1.6481488326382077
2020-05-29,967667.22,GOLD_LED,-3.226829035886958
2020-06-01,967667.22,GOLD_LED,-3.226829035886958
2020-06-02,967667.22,GOLD_LED,-3.226829035886958
2020-06-03,967667.22,GOLD_LED,-3.226829035886958
2020-06-04,967667.22,GOLD_LED,-3.226829035886958
2020-06-05,967667.22,GOLD_LED,-3.226829035886958
2020-06-08,967667.22,GOLD_LED,-3.226829035886958
2020-06-09,967667.22,GOLD_LED,-3.226829035886958
