date,symbol,action,qty,price,value
2024-11-29,ITBEES,BUY,149.59,46.47,6953.33
2024-11-29,BANKBEES,BUY,28.4,533.71,15163.69
2024-11-29,GOLDBEES,BUY,1048.53,64.3,67443.4
2024-11-29,MON100,BUY,34.91,175.92,6143.31
2024-11-29,LIQUIDBEES,BUY,43.84,1000.19,43861.16
2024-12-31,MAFANG,SELL,207.87,136.28,28320.0
2024-12-31,MON100,SELL,96.38,214.17,20634.43
2024-12-31,BANKBEES,SELL,287.3,522.69,150121.97
2024-12-31,ITBEES,BUY,113.36,46.65,5289.54
2024-12-31,PHARMABEES,BUY,6674.11,23.84,159190.36
2024-12-31,GOLDBEES,BUY,310.39,64.1,19902.78
2024-12-31,LIQUIDBEES,BUY,14.98,1000.2,14985.39
2025-01-31,GOLDBEES,SELL,478.1,69.07,33010.53
2025-01-31,PHARMABEES,SELL,6674.11,21.89,146023.23
2025-01-31,ITBEES,BUY,90.2,45.97,4147.89
2025-01-31,BANKBEES,BUY,316.56,508.48,161014.69
2025-01-31,MAFANG,BUY,26.34,134.86,3552.75
2025-01-31,MON100,BUY,27.79,206.41,5737.97
2025-01-31,LIQUIDBEES,BUY,4.68,1000.2,4684.5
2025-02-28,ITBEES,SELL,3503.32,40.22,140868.13
2025-02-28,GOLDBEES,SELL,538.27,71.09,38251.8
2025-02-28,LIQUIDBEES,SELL,18.71,999.8,18700.49
2025-02-28,BANKBEES,SELL,7.58,496.62,3762.62
2025-02-28,BANKBEES,BUY,0.0,496.82,0.0
2025-02-28,SILVERBEES,BUY,2119.75,90.48,191848.22
2025-02-28,MAFANG,BUY,18.97,126.54,2401.34
2025-02-28,MON100,BUY,39.71,183.97,7306.99
2025-03-28,GOLDBEES,SELL,123.04,74.15,9120.34
2025-03-28,BANKBEES,SELL,11.88,528.88,6281.79
2025-03-28,SILVERBEES,SELL,106.88,97.58,10426.4
2025-03-28,MAFANG,BUY,102.08,119.51,12203.59
2025-03-28,MON100,BUY,24.75,181.49,4492.43
2025-03-28,LIQUIDBEES,BUY,9.11,1000.2,9114.26
2025-04-30,MAFANG,SELL,0.42,121.57,50.47
2025-04-30,GOLDBEES,SELL,305.98,79.07,24187.89
2025-04-30,BANKBEES,SELL,13.68,563.95,7710.14
2025-04-30,SILVERBEES,BUY,168.21,91.64,15418.7
2025-04-30,MON100,BUY,57.54,169.58,9761.63
2025-04-30,LIQUIDBEES,BUY,6.79,1000.2,6791.63
2025-05-30,MON100,SELL,707.15,179.0,126545.17
2025-05-30,GOLDBEES,SELL,1743.42,79.47,138514.8
2025-05-30,LIQUIDBEES,SELL,36.14,999.8,36125.07
2025-05-30,BANKBEES,SELL,283.43,571.99,162067.66
2025-05-30,SILVERBEES,SELL,2181.07,94.33,205681.2
2025-05-30,PSUBNKBEES,BUY,3878.02,78.12,303024.75
2025-05-30,BANKIETF,BUY,5348.28,56.64,303024.75
2025-05-30,MAFANG,BUY,457.22,136.27,62323.47
2025-06-30,GOLDBEES,SELL,4574.53,79.97,365734.03
2025-06-30,LIQUIDBEES,SELL,363.63,999.79,363444.27
2025-06-30,BANKIETF,SELL,5348.28,58.55,313038.87
2025-06-30,PSUBNKBEES,BUY,1986.62,80.51,159983.18
2025-06-30,BANKBEES,BUY,800.8,589.39,472124.91
2025-06-30,MAFANG,BUY,908.02,140.99,128058.63
2025-06-30,MON100,BUY,1449.52,193.01,279853.18
2025-07-31,MAFANG,SELL,1124.21,155.47,174726.56
2025-07-31,PSUBNKBEES,SELL,1915.02,76.52,146502.3
2025-07-31,BANKBEES,SELL,276.93,576.94,159727.18
2025-07-31,MON100,SELL,578.93,208.25,120524.35
2025-07-31,PHARMABEES,BUY,12962.37,23.31,302304.02
2025-07-31,AUTOBEES,BUY,1231.8,242.65,298983.13
2025-08-29,MAFANG,SELL,591.43,158.07,93458.94
2025-08-29,PSUBNKBEES,SELL,1922.27,75.19,144501.63
2025-08-29,BANKBEES,SELL,523.87,554.88,290596.87
2025-08-29,MON100,SELL,311.16,204.38,63576.43
2025-08-29,PHARMABEES,SELL,12962.37,22.38,289952.86
2025-08-29,AUTOBEES,SELL,636.44,256.06,162916.63
2025-08-29,GOLDBEES,BUY,5581.69,85.36,476579.63
2025-08-29,SILVERBEES,BUY,1677.24,113.6,190596.39
2025-08-29,LIQUIDBEES,BUY,376.85,1000.2,377038.91
2025-09-30,PSUBNKBEES,SELL,49.06,83.92,4115.92
2025-09-30,GOLDBEES,SELL,166.69,95.83,15969.41
2025-09-30,SILVERBEES,SELL,151.76,136.04,20639.56
2025-09-30,AUTOBEES,BUY,10.82,273.99,2965.57
2025-09-30,GOLDBEES,BUY,0.0,95.87,0.0
2025-09-30,MAFANG,BUY,17.51,169.14,2962.38
2025-09-30,MON100,BUY,0.62,222.42,138.32
2025-09-30,LIQUIDBEES,BUY,38.06,1000.2,38082.42
2025-10-31,MAFANG,SELL,99.41,178.74,17763.1
2025-10-31,PSUBNKBEES,SELL,249.58,91.25,22767.57
2025-10-31,MON100,SELL,76.16,244.5,18615.43
2025-10-31,AUTOBEES,SELL,33.99,275.69,9369.08
2025-10-31,GOLDBEES,SELL,484.45,100.0,48430.1
2025-10-31,SILVERBEES,SELL,141.16,142.44,20100.62
2025-10-31,LIQUIDBEES,SELL,20.28,999.8,20270.59
2025-10-31,GOLDBEES,BUY,0.0,100.04,0.0
2025-11-28,PSUBNKBEES,SELL,28.49,94.99,2705.63
2025-11-28,AUTOBEES,SELL,572.18,285.5,163311.29
2025-11-28,GOLDBEES,SELL,104.5,104.6,10927.84
2025-11-28,SILVERBEES,SELL,96.31,156.74,15090.28
2025-11-28,BANKBEES,BUY,261.95,616.49,161538.26
2025-11-28,ITBEES,BUY,3934.15,41.05,161538.26
2025-11-28,MAFANG,BUY,48.01,173.62,8338.78
2025-11-28,MON100,BUY,38.87,231.8,9012.58
2025-11-28,LIQUIDBEES,BUY,9.21,1000.19,9215.22
2025-12-31,SILVERBEES,SELL,300.98,215.39,64807.31
2025-12-31,PSUBNKBEES,BUY,93.58,94.85,8878.44
2025-12-31,ITBEES,BUY,148.11,41.68,6174.64
2025-12-31,BANKBEES,BUY,14.57,615.3,8964.87
2025-12-31,GOLDBEES,BUY,2.71,110.13,298.74
2025-12-31,MAFANG,BUY,73.67,169.42,12484.88
2025-12-31,MON100,BUY,28.03,231.68,6496.54
2025-12-31,LIQUIDBEES,BUY,21.38,1000.19,21386.27
