date,symbol,action,qty,price,value
2020-01-03,BANKBEES,BUY,720.21,326.61,235294.12
2020-01-10,BANKBEES,SELL,147.79,327.75,48423.34
2020-01-10,MID150BEES,BUY,3638.21,64.45,234563.49
2020-01-17,BANKBEES,SELL,53.11,322.85,17140.42
2020-01-17,MID150BEES,SELL,3638.21,66.71,242619.99
2020-01-17,BANKBEES,BUY,0.0,322.97,0.0
2020-01-24,BANKBEES,BUY,69.89,319.63,22346.32
2020-01-24,MID150BEES,BUY,3480.71,67.6,235378.79
2020-01-31,BANKBEES,SELL,138.5,316.84,43868.7
2020-01-31,MID150BEES,SELL,3480.71,66.78,232360.35
2020-02-07,BANKBEES,BUY,138.4,318.4,44080.53
2020-02-07,MID150BEES,BUY,3444.0,68.05,234446.98
2020-02-14,BANKBEES,BUY,3.48,314.81,1094.35
2020-02-14,MID150BEES,BUY,31.59,67.09,2120.23
2020-02-20,BANKBEES,SELL,140.92,315.06,44385.08
2020-02-20,MID150BEES,SELL,3475.59,67.45,234346.21
2020-02-28,BANKBEES,BUY,23.93,296.78,7103.37
2020-03-06,BANKBEES,BUY,17.11,284.83,4874.4
2020-03-13,BANKBEES,BUY,44.24,257.81,11408.65
2020-03-20,BANKBEES,SELL,76.66,204.21,15650.54
2020-03-20,GOLDBEES,BUY,7806.41,36.12,282030.4
2020-03-27,GOLDBEES,SELL,303.42,38.16,11575.84
2020-03-27,BANKBEES,BUY,14.19,201.24,2856.68
2020-04-03,GOLDBEES,SELL,180.77,38.78,7008.43
2020-04-03,BANKBEES,BUY,67.04,174.86,11726.28
2020-04-09,BANKBEES,SELL,50.89,198.54,10100.14
2020-04-09,GOLDBEES,SELL,156.8,40.78,6392.53
2020-04-17,BANKBEES,SELL,18.93,210.28,3978.86
2020-04-17,GOLDBEES,SELL,157.78,42.46,6697.72
2020-04-24,GOLDBEES,SELL,69.8,42.68,2978.28
2020-04-24,BANKBEES,BUY,29.7,196.94,5850.65
2020-04-30,BANKBEES,SELL,39.0,215.29,8393.03
2020-04-30,GOLDBEES,BUY,78.74,42.58,3353.6
2020-05-08,BANKBEES,BUY,38.85,195.34,7591.1
2020-05-08,GOLDBEES,BUY,58.46,41.52,2427.74
2020-05-15,GOLDBEES,SELL,53.25,41.79,2224.86
2020-05-15,BANKBEES,BUY,13.55,190.09,2576.81
2020-05-22,GOLDBEES,SELL,42.72,41.64,1778.33
2020-05-22,BANKBEES,BUY,42.81,173.79,7443.04
2020-05-29,BANKBEES,SELL,53.98,193.64,10448.82
2020-05-29,GOLDBEES,BUY,159.84,41.0,6555.17
2020-06-05,BANKBEES,SELL,38.42,211.92,8139.67
2020-06-05,GOLDBEES,BUY,42.78,41.2,1763.18
2020-06-12,GOLDBEES,SELL,87.47,41.79,3654.31
2020-06-12,BANKBEES,BUY,10.61,207.78,2204.44
2020-06-19,BANKBEES,SELL,14.79,215.03,3179.09
2020-06-19,GOLDBEES,BUY,32.17,41.75,1343.38
2020-06-26,BANKBEES,SELL,1.41,216.78,305.73
2020-06-26,GOLDBEES,SELL,63.81,42.32,2699.82
2020-07-03,BANKBEES,SELL,7.25,220.42,1596.85
2020-07-03,GOLDBEES,BUY,27.1,42.21,1144.14
2020-07-10,GOLDBEES,SELL,7089.68,43.19,306120.93
2020-07-10,BANKBEES,BUY,382.66,226.09,86540.43
2020-07-17,BANKBEES,BUY,16.44,220.74,3629.41
2020-07-24,BANKBEES,SELL,46.53,227.69,10592.21
2020-07-24,GOLDBEES,BUY,5098.6,44.93,229143.8
2020-07-31,BANKBEES,SELL,289.12,217.85,62965.72
2020-07-31,GOLDBEES,BUY,2052.85,47.15,96819.58
2020-08-07,GOLDBEES,SELL,195.27,49.16,9596.7
2020-08-07,BANKBEES,BUY,6.68,218.25,1457.45
2020-08-14,GOLDBEES,SELL,2019.73,46.31,93507.24
2020-08-14,BANKBEES,BUY,317.04,217.89,69101.99
2020-08-21,BANKBEES,SELL,21.03,223.91,4706.39
2020-08-21,GOLDBEES,BUY,75.07,45.73,3434.11
2020-08-28,BANKBEES,SELL,41.84,247.19,10338.53
2020-08-28,GOLDBEES,SELL,5011.52,45.09,225906.54
2020-09-04,BANKBEES,BUY,41.63,231.95,9657.97
2020-09-11,BANKBEES,BUY,15.65,226.62,3547.61
2020-09-18,BANKBEES,BUY,16.04,221.37,3551.94
2020-09-25,BANKBEES,BUY,33.46,211.14,7066.35
2020-10-01,BANKBEES,SELL,40.45,223.67,9043.96
2020-10-09,BANKBEES,SELL,44.95,239.37,10755.68
2020-10-16,BANKBEES,BUY,8.0,236.55,1892.34
2020-10-23,BANKBEES,SELL,26.54,246.44,6538.48
2020-10-30,BANKBEES,BUY,15.36,240.7,3698.12
2020-11-06,BANKBEES,BUY,99.96,268.92,26889.49
2020-11-13,BANKBEES,SELL,42.16,286.37,12070.55
2020-11-13,BANKBEES,BUY,0.0,286.49,0.0
2020-11-20,BANKBEES,BUY,319.85,294.69,94284.5
2020-11-27,BANKBEES,SELL,342.76,297.0,101768.71
2020-12-04,BANKBEES,SELL,163.96,301.86,49477.21
2020-12-11,BANKBEES,BUY,189.77,308.05,58477.71
2020-12-18,BANKBEES,SELL,202.36,309.11,62531.19
2020-12-24,BANKBEES,BUY,6.74,305.34,2058.69
2021-01-01,BANKBEES,BUY,183.25,313.71,57504.33
2021-01-08,BANKBEES,SELL,16.1,321.76,5177.55
2021-01-08,JUNIORBEES,BUY,930.85,357.33,332721.67
2021-01-15,BANKBEES,SELL,7.38,324.25,2393.15
2021-01-15,JUNIORBEES,BUY,8.49,353.83,3005.7
2021-01-22,BANKBEES,BUY,16.96,314.14,5328.42
2021-01-22,JUNIORBEES,BUY,0.79,349.47,275.43
2021-01-29,BANKBEES,BUY,1.99,307.12,612.81
2021-01-29,JUNIORBEES,BUY,27.14,332.86,9036.56
2021-02-05,BANKBEES,SELL,76.43,357.74,27334.05
2021-02-05,JUNIORBEES,SELL,1.54,352.95,545.07
2021-02-12,BANKBEES,SELL,3.65,363.71,1326.9
2021-02-12,JUNIORBEES,SELL,12.7,361.88,4592.91
2021-02-12,JUNIORBEES,BUY,0.0,362.02,0.0
2021-02-19,JUNIORBEES,SELL,5.77,364.06,2100.96
2021-02-19,BANKBEES,BUY,5.91,361.01,2134.86
2021-02-26,BANKBEES,BUY,13.59,351.33,4774.32
2021-02-26,JUNIORBEES,BUY,0.11,360.69,41.0
2021-03-05,JUNIORBEES,SELL,13.27,369.2,4896.01
2021-03-05,BANKBEES,BUY,0.18,354.64,63.94
2021-03-12,BANKBEES,SELL,5.46,356.09,1945.11
2021-03-12,JUNIORBEES,BUY,8.88,364.92,3242.88
2021-03-19,BANKBEES,BUY,17.31,342.61,5931.16
2021-03-19,JUNIORBEES,BUY,6.99,356.19,2490.93
2021-03-26,JUNIORBEES,SELL,3.48,355.44,1234.81
