Symbol,Catalyst,Signal_Label,Score,Stage,TT_Pass_Count,TT_Pass_All,TT_Failed_Gates,Pct_Above_52w_Low,Pct_Below_52w_High,JdK_RS_Ratio,RRG_Quadrant,VCP_Valid,VCP_Quality_Score,VCP_Contractions,Pivot_Price,Broke_Pivot,Days_Since_Pivot,Entry,SL,SL_pct,T1,T1_pct,R_Multiple,Catalyst_Reason
PAYTM,None,None,12,2,7,False,T8_rs_rank,96.9,4.2,102.7,WEAKENING,False,60,"[{'high_date': '2025-01-29', 'high': 808.65, 'low_date': '2025-02-01', 'low': 743.1, 'pullback_pct': 8.11}, {'high_date': '2025-02-07', 'high': 809.8, 'low_date': '2025-02-18', 'low': 718.05, 'pullback_pct': 11.33}, {'high_date': '2025-02-21', 'high': 766.15, 'low_date': '2025-03-10', 'low': 665.25, 'pullback_pct': 13.17}, {'high_date': '2025-03-11', 'high': 713.35, 'low_date': '2025-03-13', 'low': 682.85, 'pullback_pct': 4.28}, {'high_date': '2025-04-03', 'high': 836.4, 'low_date': '2025-04-07', 'low': 790.55, 'pullback_pct': 5.48}, {'high_date': '2025-04-24', 'high': 905.75, 'low_date': '2025-05-02', 'low': 831.35, 'pullback_pct': 8.21}, {'high_date': '2025-05-05', 'high': 866.0, 'low_date': '2025-05-06', 'low': 814.85, 'pullback_pct': 5.91}, {'high_date': '2025-05-07', 'high': 873.5, 'low_date': '2025-05-09', 'low': 832.65, 'pullback_pct': 4.68}, {'high_date': '2025-05-19', 'high': 870.95, 'low_date': '2025-05-22', 'low': 828.45, 'pullback_pct': 4.88}, {'high_date': '2025-06-09', 'high': 969.05, 'low_date': '2025-06-17', 'low': 865.15, 'pullback_pct': 10.72}, {'high_date': '2025-07-24', 'high': 1106.25, 'low_date': '2025-08-05', 'low': 1053.0, 'pullback_pct': 4.81}, {'high_date': '2025-08-25', 'high': 1276.1, 'low_date': '2025-08-29', 'low': 1207.0, 'pullback_pct': 5.41}, {'high_date': '2025-09-03', 'high': 1288.3, 'low_date': '2025-09-29', 'low': 1119.0, 'pullback_pct': 13.14}, {'high_date': '2025-11-07', 'high': 1346.5, 'low_date': '2025-11-25', 'low': 1241.4, 'pullback_pct': 7.81}, {'high_date': '2025-12-01', 'high': 1367.8, 'low_date': '2025-12-10', 'low': 1268.3, 'pullback_pct': 7.27}]",1367.8,False,14.0,1310.1,1258.38,3.95,1465.27,11.84,3.0,no valid VCP base
GVT&D,None,None,12,2,7,False,T8_rs_rank,133.5,4.8,96.56,LAGGING,False,60,"[{'high_date': '2025-01-31', 'high': 1784.23, 'low_date': '2025-02-03', 'low': 1642.69, 'pullback_pct': 7.93}, {'high_date': '2025-02-06', 'high': 1716.8, 'low_date': '2025-02-19', 'low': 1371.54, 'pullback_pct': 20.11}, {'high_date': '2025-02-24', 'high': 1441.61, 'low_date': '2025-03-03', 'low': 1309.45, 'pullback_pct': 9.17}, {'high_date': '2025-03-21', 'high': 1619.08, 'low_date': '2025-03-26', 'low': 1537.23, 'pullback_pct': 5.06}, {'high_date': '2025-03-27', 'high': 1603.91, 'low_date': '2025-04-07', 'low': 1293.18, 'pullback_pct': 19.37}, {'high_date': '2025-06-05', 'high': 2417.57, 'low_date': '2025-06-16', 'low': 2294.6, 'pullback_pct': 5.09}, {'high_date': '2025-06-24', 'high': 2435.04, 'low_date': '2025-07-14', 'low': 2282.02, 'pullback_pct': 6.28}, {'high_date': '2025-07-24', 'high': 2516.39, 'low_date': '2025-07-28', 'low': 2394.21, 'pullback_pct': 4.86}, {'high_date': '2025-08-13', 'high': 2911.57, 'low_date': '2025-08-28', 'low': 2683.8, 'pullback_pct': 7.82}, {'high_date': '2025-09-19', 'high': 3068.7, 'low_date': '2025-09-26', 'low': 2906.7, 'pullback_pct': 5.28}, {'high_date': '2025-10-03', 'high': 3170.1, 'low_date': '2025-10-23', 'low': 2817.6, 'pullback_pct': 11.12}, {'high_date': '2025-11-03', 'high': 3171.2, 'low_date': '2025-11-06', 'low': 3000.5, 'pullback_pct': 5.38}, {'high_date': '2025-11-12', 'high': 3127.6, 'low_date': '2025-11-25', 'low': 2855.5, 'pullback_pct': 8.7}, {'high_date': '2025-11-26', 'high': 2984.0, 'low_date': '2025-12-08', 'low': 2757.0, 'pullback_pct': 7.61}]",2984.0,True,19.0,3019.5,2830.17,6.27,3587.5,18.81,3.0,no valid VCP base
TVSMOTOR,None,None,12,2,7,False,T8_rs_rank,67.9,0.9,101.09,WEAKENING,False,60,"[{'high_date': '2025-02-03', 'high': 2633.59, 'low_date': '2025-02-28', 'low': 2208.59, 'pullback_pct': 16.14}, {'high_date': '2025-04-02', 'high': 2487.41, 'low_date': '2025-04-07', 'low': 2359.9, 'pullback_pct': 5.13}, {'high_date': '2025-04-23', 'high': 2796.92, 'low_date': '2025-04-30', 'low': 2662.69, 'pullback_pct': 4.8}, {'high_date': '2025-05-07', 'high': 2782.57, 'low_date': '2025-05-09', 'low': 2654.42, 'pullback_pct': 4.61}, {'high_date': '2025-05-16', 'high': 2831.6, 'low_date': '2025-06-05', 'low': 2708.13, 'pullback_pct': 4.36}, {'high_date': '2025-06-27', 'high': 2929.06, 'low_date': '2025-07-11', 'low': 2744.91, 'pullback_pct': 6.29}, {'high_date': '2025-07-16', 'high': 2887.21, 'low_date': '2025-07-25', 'low': 2764.74, 'pullback_pct': 4.24}, {'high_date': '2025-09-08', 'high': 3578.79, 'low_date': '2025-09-25', 'low': 3396.53, 'pullback_pct': 5.09}, {'high_date': '2025-10-21', 'high': 3645.56, 'low_date': '2025-11-14', 'low': 3374.7, 'pullback_pct': 7.43}]",3645.56,False,55.0,3626.62,3522.78,2.86,3938.16,8.59,3.0,no valid VCP base
BAYERCROP,None,None,10,4,1,False,"T1_above_ma150_200,T3_ma200_uptrend,T4_ma50_above_med,T5_above_ma50,T6_25pct_above_low,T7_within_25pct_high,T8_rs_rank",3.1,30.5,93.1,IMPROVING,False,50,"[{'high_date': '2025-02-01', 'high': 5008.01, 'low_date': '2025-02-13', 'low': 4257.19, 'pullback_pct': 14.99}, {'high_date': '2025-02-27', 'high': 4799.88, 'low_date': '2025-03-03', 'low': 4583.57, 'pullback_pct': 4.51}, {'high_date': '2025-03-20', 'high': 4843.54, 'low_date': '2025-03-27', 'low': 4587.76, 'pullback_pct': 5.28}, {'high_date': '2025-04-03', 'high': 4806.12, 'low_date': '2025-04-07', 'low': 4580.01, 'pullback_pct': 4.7}, {'high_date': '2025-04-17', 'high': 4869.55, 'low_date': '2025-05-08', 'low': 4496.46, 'pullback_pct': 7.66}, {'high_date': '2025-05-28', 'high': 5569.17, 'low_date': '2025-06-12', 'low': 5249.08, 'pullback_pct': 5.75}, {'high_date': '2025-07-08', 'high': 6316.53, 'low_date': '2025-09-08', 'low': 4956.35, 'pullback_pct': 21.53}, {'high_date': '2025-09-19', 'high': 5240.58, 'low_date': '2025-09-30', 'low': 4714.76, 'pullback_pct': 10.03}, {'high_date': '2025-10-16', 'high': 5011.43, 'low_date': '2025-11-11', 'low': 4410.24, 'pullback_pct': 12.0}, {'high_date': '2025-11-28', 'high': 4658.4, 'low_date': '2025-12-15', 'low': 4388.7, 'pullback_pct': 5.79}]",4658.4,False,17.0,4388.7,4285.73,2.35,4697.62,7.04,3.0,no valid VCP base
BLUEJET,None,None,10,4,0,False,"T1_above_ma150_200,T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T5_above_ma50,T6_25pct_above_low,T7_within_25pct_high,T8_rs_rank",10.1,45.6,87.5,IMPROVING,False,50,"[{'high_date': '2025-02-06', 'high': 829.69, 'low_date': '2025-02-14', 'low': 721.93, 'pullback_pct': 12.99}, {'high_date': '2025-02-19', 'high': 786.87, 'low_date': '2025-02-21', 'low': 748.23, 'pullback_pct': 4.91}, {'high_date': '2025-02-25', 'high': 796.25, 'low_date': '2025-02-28', 'low': 752.68, 'pullback_pct': 5.47}, {'high_date': '2025-03-20', 'high': 924.12, 'low_date': '2025-04-07', 'low': 654.55, 'pullback_pct': 29.17}, {'high_date': '2025-04-08', 'high': 693.33, 'low_date': '2025-04-09', 'low': 624.95, 'pullback_pct': 9.86}, {'high_date': '2025-04-24', 'high': 763.11, 'low_date': '2025-04-29', 'low': 684.2, 'pullback_pct': 10.34}, {'high_date': '2025-05-15', 'high': 837.23, 'low_date': '2025-05-21', 'low': 788.01, 'pullback_pct': 5.88}, {'high_date': '2025-06-05', 'high': 922.03, 'low_date': '2025-06-09', 'low': 876.86, 'pullback_pct': 4.9}, {'high_date': '2025-06-12', 'high': 962.51, 'low_date': '2025-07-02', 'low': 836.18, 'pullback_pct': 13.12}, {'high_date': '2025-07-18', 'high': 1008.43, 'low_date': '2025-08-06', 'low': 759.31, 'pullback_pct': 24.7}, {'high_date': '2025-08-08', 'high': 803.69, 'low_date': '2025-09-01', 'low': 650.61, 'pullback_pct': 19.05}, {'high_date': '2025-09-05', 'high': 742.44, 'low_date': '2025-09-11', 'low': 681.65, 'pullback_pct': 8.19}, {'high_date': '2025-09-12', 'high': 715.69, 'low_date': '2025-09-30', 'low': 630.15, 'pullback_pct': 11.95}, {'high_date': '2025-10-06', 'high': 682.35, 'low_date': '2025-10-27', 'low': 635.3, 'pullback_pct': 6.9}, {'high_date': '2025-11-03', 'high': 674.05, 'low_date': '2025-11-06', 'low': 561.65, 'pullback_pct': 16.68}, {'high_date': '2025-11-07', 'high': 598.15, 'low_date': '2025-11-24', 'low': 543.95, 'pullback_pct': 9.06}, {'high_date': '2025-11-28', 'high': 578.45, 'low_date': '2025-12-10', 'low': 538.0, 'pullback_pct': 6.99}]",578.45,False,17.0,548.15,532.17,2.91,596.08,8.74,3.0,no valid VCP base
BALKRISIND,None,None,10,4,2,False,"T1_above_ma150_200,T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T6_25pct_above_low,T8_rs_rank",7.8,17.7,99.7,IMPROVING,False,50,"[{'high_date': '2025-02-05', 'high': 2806.83, 'low_date': '2025-03-05', 'low': 2481.23, 'pullback_pct': 11.6}, {'high_date': '2025-03-19', 'high': 2602.95, 'low_date': '2025-04-07', 'low': 2258.66, 'pullback_pct': 13.23}, {'high_date': '2025-05-07', 'high': 2754.97, 'low_date': '2025-06-24', 'low': 2378.49, 'pullback_pct': 13.67}, {'high_date': '2025-07-21', 'high': 2760.45, 'low_date': '2025-08-29', 'low': 2281.52, 'pullback_pct': 17.35}, {'high_date': '2025-09-22', 'high': 2527.27, 'low_date': '2025-10-15', 'low': 2204.29, 'pullback_pct': 12.78}, {'high_date': '2025-11-12', 'high': 2364.69, 'low_date': '2025-11-24', 'low': 2261.07, 'pullback_pct': 4.38}, {'high_date': '2025-12-02', 'high': 2441.36, 'low_date': '2025-12-10', 'low': 2310.78, 'pullback_pct': 5.35}]",2441.36,False,13.0,2376.47,2292.66,3.53,2627.9,10.58,3.0,no valid VCP base
BANKBARODA,None,None,10,2,7,False,T8_rs_rank,50.5,4.0,104.73,LEADING,False,50,"[{'high_date': '2025-02-05', 'high': 212.69, 'low_date': '2025-02-14', 'low': 198.33, 'pullback_pct': 6.75}, {'high_date': '2025-02-20', 'high': 206.45, 'low_date': '2025-03-03', 'low': 189.38, 'pullback_pct': 8.27}, {'high_date': '2025-04-29', 'high': 244.78, 'low_date': '2025-05-08', 'low': 210.03, 'pullback_pct': 14.2}, {'high_date': '2025-06-09', 'high': 248.02, 'low_date': '2025-06-19', 'low': 231.66, 'pullback_pct': 6.6}, {'high_date': '2025-06-30', 'high': 248.78, 'low_date': '2025-07-11', 'low': 237.44, 'pullback_pct': 4.56}, {'high_date': '2025-07-16', 'high': 249.08, 'low_date': '2025-08-01', 'low': 235.13, 'pullback_pct': 5.6}, {'high_date': '2025-08-19', 'high': 247.05, 'low_date': '2025-08-29', 'low': 232.83, 'pullback_pct': 5.76}, {'high_date': '2025-12-02', 'high': 296.9, 'low_date': '2025-12-12', 'low': 284.45, 'pullback_pct': 4.19}]",296.9,False,13.0,285.1,274.98,3.55,315.48,10.65,3.0,no valid VCP base
BPCL,None,None,10,2,7,False,T8_rs_rank,60.3,2.3,104.57,LEADING,False,50,"[{'high_date': '2025-02-07', 'high': 248.07, 'low_date': '2025-02-28', 'low': 222.73, 'pullback_pct': 10.22}, {'high_date': '2025-04-02', 'high': 269.19, 'low_date': '2025-04-07', 'low': 256.9, 'pullback_pct': 4.57}, {'high_date': '2025-05-05', 'high': 301.34, 'low_date': '2025-05-09', 'low': 288.01, 'pullback_pct': 4.42}, {'high_date': '2025-05-26', 'high': 303.12, 'low_date': '2025-06-03', 'low': 290.73, 'pullback_pct': 4.09}, {'high_date': '2025-06-11', 'high': 313.35, 'low_date': '2025-06-13', 'low': 293.13, 'pullback_pct': 6.46}, {'high_date': '2025-07-08', 'high': 333.77, 'low_date': '2025-08-07', 'low': 295.68, 'pullback_pct': 11.41}, {'high_date': '2025-08-12', 'high': 308.4, 'low_date': '2025-08-29', 'low': 293.63, 'pullback_pct': 4.79}, {'high_date': '2025-10-08', 'high': 328.79, 'low_date': '2025-10-24', 'low': 314.83, 'pullback_pct': 4.25}, {'high_date': '2025-11-12', 'high': 365.15, 'low_date': '2025-12-11', 'low': 341.66, 'pullback_pct': 6.43}]",365.15,False,33.0,356.93,344.67,3.43,393.71,10.3,3.0,no valid VCP base
BHARTIARTL,None,None,10,2,7,False,T8_rs_rank,32.9,4.3,103.33,LEADING,False,50,"[{'high_date': '2025-02-27', 'high': 1636.72, 'low_date': '2025-02-28', 'low': 1557.18, 'pullback_pct': 4.86}, {'high_date': '2025-05-06', 'high': 1885.24, 'low_date': '2025-05-20', 'low': 1793.9, 'pullback_pct': 4.84}, {'high_date': '2025-07-07', 'high': 2017.04, 'low_date': '2025-08-12', 'low': 1850.3, 'pullback_pct': 8.27}, {'high_date': '2025-09-19', 'high': 1962.4, 'low_date': '2025-10-01', 'low': 1867.6, 'pullback_pct': 4.83}, {'high_date': '2025-11-04', 'high': 2113.3, 'low_date': '2025-11-07', 'low': 2001.2, 'pullback_pct': 5.3}, {'high_date': '2025-11-21', 'high': 2162.7, 'low_date': '2025-12-11', 'low': 2053.2, 'pullback_pct': 5.06}]",2162.7,False,24.0,2069.7,2020.6,2.37,2217.01,7.12,3.0,no valid VCP base
BIOCON,None,None,10,2,7,False,T8_rs_rank,29.3,7.3,104.5,LEADING,False,50,"[{'high_date': '2025-02-06', 'high': 396.42, 'low_date': '2025-02-28', 'low': 302.05, 'pullback_pct': 23.81}, {'high_date': '2025-03-24', 'high': 348.83, 'low_date': '2025-04-07', 'low': 307.09, 'pullback_pct': 11.97}, {'high_date': '2025-04-08', 'high': 321.87, 'low_date': '2025-04-09', 'low': 305.89, 'pullback_pct': 4.96}, {'high_date': '2025-04-23', 'high': 335.25, 'low_date': '2025-04-25', 'low': 311.43, 'pullback_pct': 7.1}, {'high_date': '2025-05-07', 'high': 346.04, 'low_date': '2025-05-12', 'low': 327.71, 'pullback_pct': 5.3}, {'high_date': '2025-06-16', 'high': 356.77, 'low_date': '2025-06-18', 'low': 341.54, 'pullback_pct': 4.27}, {'high_date': '2025-07-18', 'high': 398.75, 'low_date': '2025-08-11', 'low': 342.1, 'pullback_pct': 14.21}, {'high_date': '2025-08-18', 'high': 364.3, 'low_date': '2025-08-29', 'low': 348.35, 'pullback_pct': 4.38}, {'high_date': '2025-09-19', 'high': 369.2, 'low_date': '2025-09-26', 'low': 338.9, 'pullback_pct': 8.21}, {'high_date': '2025-11-18', 'high': 421.6, 'low_date': '2025-11-25', 'low': 393.25, 'pullback_pct': 6.72}, {'high_date': '2025-12-03', 'high': 410.0, 'low_date': '2025-12-10', 'low': 379.15, 'pullback_pct': 7.52}]",410.0,False,12.0,390.65,377.2,3.44,431.0,10.33,3.0,no valid VCP base
BSOFT,None,None,10,2,4,False,"T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T7_within_25pct_high",29.1,28.0,108.59,LEADING,False,50,"[{'high_date': '2025-03-06', 'high': 432.24, 'low_date': '2025-03-13', 'low': 379.77, 'pullback_pct': 12.14}, {'high_date': '2025-03-24', 'high': 404.48, 'low_date': '2025-04-07', 'low': 341.72, 'pullback_pct': 15.52}, {'high_date': '2025-05-16', 'high': 423.04, 'low_date': '2025-06-03', 'low': 391.24, 'pullback_pct': 7.52}, {'high_date': '2025-06-25', 'high': 436.77, 'low_date': '2025-07-28', 'low': 382.82, 'pullback_pct': 12.35}, {'high_date': '2025-07-30', 'high': 412.13, 'low_date': '2025-08-29', 'low': 365.78, 'pullback_pct': 11.25}, {'high_date': '2025-09-18', 'high': 385.8, 'low_date': '2025-10-20', 'low': 336.81, 'pullback_pct': 12.7}, {'high_date': '2025-10-27', 'high': 384.26, 'low_date': '2025-11-04', 'low': 368.06, 'pullback_pct': 4.22}]",384.26,True,49.0,434.75,415.14,4.51,493.59,13.53,3.0,no valid VCP base
CESC,None,None,10,2,6,False,"T5_above_ma50,T8_rs_rank",44.6,6.1,100.31,LEADING,False,50,"[{'high_date': '2025-01-31', 'high': 138.33, 'low_date': '2025-02-14', 'low': 118.21, 'pullback_pct': 14.55}, {'high_date': '2025-02-20', 'high': 133.37, 'low_date': '2025-02-28', 'low': 126.54, 'pullback_pct': 5.12}, {'high_date': '2025-04-03', 'high': 152.31, 'low_date': '2025-04-07', 'low': 144.6, 'pullback_pct': 5.06}, {'high_date': '2025-04-21', 'high': 156.72, 'low_date': '2025-04-25', 'low': 148.96, 'pullback_pct': 4.95}, {'high_date': '2025-05-05', 'high': 159.61, 'low_date': '2025-05-09', 'low': 152.59, 'pullback_pct': 4.4}, {'high_date': '2025-05-20', 'high': 168.5, 'low_date': '2025-06-03', 'low': 156.21, 'pullback_pct': 7.29}, {'high_date': '2025-06-11', 'high': 166.13, 'low_date': '2025-06-19', 'low': 156.2, 'pullback_pct': 5.98}, {'high_date': '2025-07-15', 'high': 175.94, 'low_date': '2025-08-29', 'low': 147.24, 'pullback_pct': 16.31}, {'high_date': '2025-09-19', 'high': 163.95, 'low_date': '2025-09-29', 'low': 156.44, 'pullback_pct': 4.59}, {'high_date': '2025-11-04', 'high': 182.05, 'low_date': '2025-11-25', 'low': 167.13, 'pullback_pct': 8.2}, {'high_date': '2025-12-04', 'high': 175.87, 'low_date': '2025-12-09', 'low': 165.98, 'pullback_pct': 5.62}]",175.87,False,11.0,170.95,165.3,3.31,187.91,9.92,3.0,no valid VCP base
RAINBOW,None,None,10,3,3,False,"T1_above_ma150_200,T3_ma200_uptrend,T4_ma50_above_med,T6_25pct_above_low,T8_rs_rank",10.1,17.0,97.63,IMPROVING,False,50,"[{'high_date': '2025-01-30', 'high': 1427.16, 'low_date': '2025-02-18', 'low': 1272.27, 'pullback_pct': 10.85}, {'high_date': '2025-02-25', 'high': 1326.56, 'low_date': '2025-02-28', 'low': 1237.14, 'pullback_pct': 6.74}, {'high_date': '2025-03-05', 'high': 1329.85, 'low_date': '2025-03-12', 'low': 1239.68, 'pullback_pct': 6.78}, {'high_date': '2025-04-15', 'high': 1562.09, 'low_date': '2025-05-21', 'low': 1331.25, 'pullback_pct': 14.78}, {'high_date': '2025-07-04', 'high': 1599.4, 'low_date': '2025-07-21', 'low': 1505.7, 'pullback_pct': 5.86}, {'high_date': '2025-07-24', 'high': 1623.9, 'low_date': '2025-08-08', 'low': 1468.5, 'pullback_pct': 9.57}, {'high_date': '2025-08-21', 'high': 1586.6, 'low_date': '2025-10-08', 'low': 1314.4, 'pullback_pct': 17.16}, {'high_date': '2025-11-04', 'high': 1390.5, 'low_date': '2025-11-18', 'low': 1300.4, 'pullback_pct': 6.48}]",1390.5,False,41.0,1362.0,1322.15,2.93,1481.54,8.78,3.0,no valid VCP base
CARBORUNIV,None,None,10,4,0,False,"T1_above_ma150_200,T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T5_above_ma50,T6_25pct_above_low,T7_within_25pct_high,T8_rs_rank",6.4,36.9,93.73,LAGGING,False,50,"[{'high_date': '2025-03-21', 'high': 1017.6, 'low_date': '2025-03-27', 'low': 959.36, 'pullback_pct': 5.72}, {'high_date': '2025-04-03', 'high': 1013.82, 'low_date': '2025-04-09', 'low': 936.27, 'pullback_pct': 7.65}, {'high_date': '2025-04-23', 'high': 1071.75, 'low_date': '2025-05-07', 'low': 956.97, 'pullback_pct': 10.71}, {'high_date': '2025-05-20', 'high': 1011.53, 'low_date': '2025-06-19', 'low': 924.87, 'pullback_pct': 8.57}, {'high_date': '2025-07-16', 'high': 995.15, 'low_date': '2025-08-08', 'low': 839.71, 'pullback_pct': 15.62}, {'high_date': '2025-08-20', 'high': 988.38, 'low_date': '2025-08-28', 'low': 901.49, 'pullback_pct': 8.79}, {'high_date': '2025-09-16', 'high': 999.71, 'low_date': '2025-10-20', 'low': 890.96, 'pullback_pct': 10.88}, {'high_date': '2025-10-29', 'high': 930.39, 'low_date': '2025-11-21', 'low': 816.26, 'pullback_pct': 12.27}, {'high_date': '2025-12-03', 'high': 894.01, 'low_date': '2025-12-08', 'low': 847.15, 'pullback_pct': 5.24}]",894.01,False,12.0,868.51,822.49,5.3,1006.56,15.9,3.0,no valid VCP base
RKFORGE,None,None,10,4,0,False,"T1_above_ma150_200,T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T5_above_ma50,T6_25pct_above_low,T7_within_25pct_high,T8_rs_rank",0.9,47.4,95.0,IMPROVING,False,50,"[{'high_date': '2025-02-01', 'high': 795.04, 'low_date': '2025-02-14', 'low': 630.23, 'pullback_pct': 20.73}, {'high_date': '2025-02-21', 'high': 705.58, 'low_date': '2025-03-03', 'low': 637.11, 'pullback_pct': 9.7}, {'high_date': '2025-03-07', 'high': 713.61, 'low_date': '2025-03-11', 'low': 682.06, 'pullback_pct': 4.42}, {'high_date': '2025-03-21', 'high': 841.14, 'low_date': '2025-04-07', 'low': 711.47, 'pullback_pct': 15.42}, {'high_date': '2025-04-16', 'high': 765.44, 'low_date': '2025-05-09', 'low': 564.4, 'pullback_pct': 26.26}, {'high_date': '2025-05-15', 'high': 621.86, 'low_date': '2025-06-04', 'low': 588.52, 'pullback_pct': 5.36}, {'high_date': '2025-06-10', 'high': 673.02, 'low_date': '2025-06-20', 'low': 626.14, 'pullback_pct': 6.96}, {'high_date': '2025-06-25', 'high': 680.3, 'low_date': '2025-07-08', 'low': 651.3, 'pullback_pct': 4.26}, {'high_date': '2025-07-10', 'high': 682.15, 'low_date': '2025-08-06', 'low': 559.65, 'pullback_pct': 17.96}, {'high_date': '2025-08-08', 'high': 584.06, 'low_date': '2025-09-29', 'low': 519.01, 'pullback_pct': 11.14}, {'high_date': '2025-10-13', 'high': 557.5, 'low_date': '2025-11-07', 'low': 530.9, 'pullback_pct': 4.77}, {'high_date': '2025-11-17', 'high': 555.61, 'low_date': '2025-11-24', 'low': 520.31, 'pullback_pct': 6.35}, {'high_date': '2025-11-28', 'high': 549.12, 'low_date': '2025-12-12', 'low': 515.32, 'pullback_pct': 6.15}]",549.12,False,17.0,519.71,505.19,2.79,563.28,8.38,3.0,no valid VCP base
CEATLTD,None,None,10,2,6,False,"T5_above_ma50,T8_rs_rank",62.0,11.1,101.16,LEADING,False,50,"[{'high_date': '2025-02-04', 'high': 3030.41, 'low_date': '2025-02-14', 'low': 2574.81, 'pullback_pct': 15.03}, {'high_date': '2025-02-20', 'high': 2709.59, 'low_date': '2025-03-03', 'low': 2359.74, 'pullback_pct': 12.91}, {'high_date': '2025-03-25', 'high': 2884.19, 'low_date': '2025-04-07', 'low': 2637.12, 'pullback_pct': 8.57}, {'high_date': '2025-05-15', 'high': 3880.29, 'low_date': '2025-06-04', 'low': 3586.96, 'pullback_pct': 7.56}, {'high_date': '2025-06-10', 'high': 3815.9, 'low_date': '2025-06-23', 'low': 3468.68, 'pullback_pct': 9.1}, {'high_date': '2025-07-14', 'high': 3871.97, 'low_date': '2025-08-14', 'low': 3091.5, 'pullback_pct': 20.16}, {'high_date': '2025-08-18', 'high': 3232.4, 'low_date': '2025-08-26', 'low': 3039.3, 'pullback_pct': 5.97}, {'high_date': '2025-10-23', 'high': 4302.7, 'low_date': '2025-11-24', 'low': 3813.0, 'pullback_pct': 11.38}, {'high_date': '2025-12-03', 'high': 3982.7, 'low_date': '2025-12-12', 'low': 3730.5, 'pullback_pct': 6.33}]",3982.7,False,12.0,3823.5,3680.23,3.75,4253.31,11.24,3.0,no valid VCP base
CLEAN,None,None,10,4,0,False,"T1_above_ma150_200,T2_ma150_above_200,T3_ma200_uptrend,T4_ma50_above_med,T5_above_ma50,T6_25pct_above_low,T7_within_25pct_high,T8_rs_rank",2.8,41.1,88.37,LAGGING,False,50,"[{'high_date': '2025-02-05', 'high': 1481.21, 'low_date': '2025-03-03', 'low': 1137.63, 'pullback_pct': 23.2}, {'high_date': '2025-03-07', 'high': 1263.59, 'low_date': '2025-03-12', 'low': 1185.1, 'pullback_pct': 6.21}, {'high_date': '2025-03-20', 'high': 1245.6, 'low_date': '2025-03-28', 'low': 1160.5, 'pullback_pct': 6.83}, {'high_date': '2025-04-01', 'high': 1210.75, 'low_date': '2025-04-09', 'low': 1137.98, 'pullback_pct': 6.01}, {'high_date': '2025-04-24', 'high': 1212.44, 'low_date': '2025-05-02', 'low': 1157.27, 'pullback_pct': 4.55}, {'high_date': '2025-05-30', 'high': 1540.11, 'low_date': '2025-06-20', 'low': 1398.54, 'pullback_pct': 9.19}, {'high_date': '2025-06-25', 'high': 1493.88, 'low_date': '2025-08-12', 'low': 1152.89, 'pullback_pct': 22.83}, {'high_date': '2025-08-13', 'high': 1222.68, 'low_date': '2025-08-26', 'low': 1127.84, 'pullback_pct': 7.76}, {'high_date': '2025-09-17', 'high': 1192.75, 'low_date': '2025-11-21', 'low': 914.24, 'pullback_pct': 23.35}, {'high_date': '2025-11-24', 'high': 952.04, 'low_date': '2025-12-10', 'low': 881.32, 'pullback_pct': 7.43}]",952.04,False,21.0,906.36,881.0,2.8,982.43,8.39,3.0,no valid VCP base
BRITANNIA,None,None,10,2,7,False,T8_rs_rank,33.7,4.2,98.29,LAGGING,False,50,"[{'high_date': '2025-02-01', 'high': 5134.07, 'low_date': '2025-03-04', 'low': 4516.02, 'pullback_pct': 12.04}, {'high_date': '2025-04-23', 'high': 5472.58, 'low_date': '2025-05-02', 'low': 5232.43, 'pullback_pct': 4.39}, {'high_date': '2025-07-07', 'high': 5807.89, 'low_date': '2025-07-25', 'low': 5521.64, 'pullback_pct': 4.93}, {'high_date': '2025-08-04', 'high': 5787.0, 'low_date': '2025-08-14', 'low': 5302.5, 'pullback_pct': 8.37}, {'high_date': '2025-09-11', 'high': 6300.5, 'low_date': '2025-10-14', 'low': 5800.5, 'pullback_pct': 7.94}, {'high_date': '2025-10-17', 'high': 6083.0, 'low_date': '2025-11-03', 'low': 5820.5, 'pullback_pct': 4.32}, {'high_date': '2025-11-07', 'high': 6157.5, 'low_date': '2025-11-14', 'low': 5803.5, 'pullback_pct': 5.75}]",6157.5,False,38.0,6038.0,5882.32,2.58,6505.04,7.73,3.0,no valid VCP base
