Symbol,Name,Combined_Score,Conviction,Tech_Score,Stage,Mansfield_RS,Daily_RSI,Daily_ADX,EMA_Stack,Above_200DMA,Dist_52WH_pct,Vol_RelAvg,ROE %,ROCE %,Debt to equity,Promoter holding %,Div Yld %,Qtr Profit Var %,Qtr Sales Var %,Mar Cap Rs.Cr.,CMP Rs.,P/E,Volume,Hybrid_Catalyst,%Chg,Minervini_Score,Piotroski_Score,Overall_Rating,Overall_Grade,Delivery_Pct,Futures_OI_Chg_Pct
KPRMILL,K P R Mill Ltd,85.0,9.8,72,2,4.235025916884672,55.419391768544514,26.945346760944055,True,True,5.23,0.71,14.4,18.0,0.1,67.52,0.43,21.5,9.6,38796.0,1135.0,59.6,269105,NONE,-1.71,4.0,4.0,69.9,C FAIR,44.5,
