Symbol,Name,Combined_Score,Conviction,Tech_Score,Stage,Mansfield_RS,Daily_RSI,Daily_ADX,EMA_Stack,Above_200DMA,Dist_52WH_pct,Vol_RelAvg,ROE %,ROCE %,Debt to equity,Promoter holding %,Div Yld %,Qtr Profit Var %,Qtr Sales Var %,Mar Cap Rs.Cr.,CMP Rs.,P/E,Volume,Hybrid_Catalyst,%Chg,Minervini_Score,Piotroski_Score,Overall_Rating,Overall_Grade,Delivery_Pct,Futures_OI_Chg_Pct
SYRMA,Syrma SGS Tech.,82.5,8.0,85,2,16.030561715528147,72.3639287751966,20.309558495320935,True,True,0.0,8.57,12.6,15.0,0.14,42.28,0.09,101.19,68.29,31672.49,1642.5,94.2,3296838,NONE,0.27,5.0,3.0,68.7,C FAIR,17.51,
