date,symbol,action,qty,price,value
2024-01-31,ITBEES,BUY,5154.72,38.79,200000.0
2024-01-31,PSUBNKBEES,BUY,2872.13,69.61,200000.0
2024-01-31,PHARMABEES,BUY,10965.44,18.23,200000.0
2024-01-31,JUNIORBEES,BUY,408.06,587.82,239937.6
2024-01-31,MAFANG,BUY,2111.14,75.8,160062.4
2024-02-29,ITBEES,SELL,1095.11,39.96,43749.67
2024-02-29,PSUBNKBEES,SELL,763.18,76.92,58689.5
2024-02-29,PHARMABEES,SELL,2562.41,19.31,49455.38
2024-02-29,JUNIORBEES,SELL,97.97,627.63,61469.38
2024-02-29,MAFANG,SELL,553.31,83.34,46101.1
2024-02-29,MAFANG,BUY,0.0,83.38,0.0
2024-02-29,MON100,BUY,676.28,143.88,97332.23
2024-03-28,ITBEES,SELL,4059.61,37.04,150333.32
2024-03-28,PSUBNKBEES,SELL,183.31,77.52,14206.37
2024-03-28,PHARMABEES,SELL,654.49,19.27,12605.68
2024-03-28,JUNIORBEES,SELL,310.09,643.68,199541.66
2024-03-28,MAFANG,SELL,193.6,87.54,16943.52
2024-03-28,MON100,SELL,676.28,149.35,100972.93
2024-03-28,BANKBEES,BUY,310.66,480.49,149314.47
2024-03-28,GOLDBEES,BUY,3163.54,56.62,179177.37
2024-03-28,LIQUIDBEES,BUY,179.09,1000.2,179177.37
2024-04-30,PSUBNKBEES,SELL,81.91,84.32,6904.46
2024-04-30,MAFANG,SELL,69.33,96.05,6657.06
2024-04-30,BANKBEES,SELL,1.14,502.28,570.1
2024-04-30,GOLDBEES,SELL,98.47,60.87,5991.97
2024-04-30,AUTOBEES,BUY,682.31,227.84,155500.94
2024-04-30,PHARMABEES,BUY,320.88,19.27,6186.47
2024-04-30,LIQUIDBEES,BUY,7.42,1000.2,7428.23
2024-05-31,PSUBNKBEES,SELL,529.91,82.22,43557.82
2024-05-31,PHARMABEES,SELL,8069.43,19.11,154129.64
2024-05-31,MAFANG,SELL,158.97,95.1,15113.56
2024-05-31,BANKBEES,SELL,94.5,502.4,47464.86
2024-05-31,AUTOBEES,SELL,227.82,237.69,54135.62
2024-05-31,AUTOBEES,BUY,0.0,237.79,0.0
2024-05-31,BANKBEES,BUY,0.0,502.6,0.0
2024-05-31,GOLDBEES,BUY,2443.87,61.3,149859.65
2024-05-31,MAFANG,BUY,0.0,95.14,0.0
2024-05-31,MON100,BUY,538.43,150.46,81037.11
2024-05-31,LIQUIDBEES,BUY,82.7,1000.2,82743.97
2024-06-28,GOLDBEES,SELL,5508.93,60.62,333839.66
2024-06-28,LIQUIDBEES,SELL,269.21,999.79,269077.64
2024-06-28,AUTOBEES,BUY,217.93,256.63,55944.91
2024-06-28,BANKBEES,BUY,106.14,537.31,57046.09
2024-06-28,PSUBNKBEES,BUY,788.84,82.07,64757.05
2024-06-28,ITBEES,BUY,4468.15,38.61,172556.9
2024-06-28,JUNIORBEES,BUY,271.88,761.19,207014.44
2024-06-28,MAFANG,BUY,327.14,94.4,30890.47
2024-06-28,MON100,BUY,94.47,162.84,15387.8
